rtcDate,rtcTime,gps_Date,gps_Time,gps_Lat,gps_Long,gps_Alt,gps_SIV,gps_FixType,gps_GroundSpeed,gps_Heading,gps_pDOP,humidity_%,degC,
08/06/2024,21:44:21.61,08/07/2024,04:44:19.000,376652782,-1217631021,119120,0,0,0,0,9999,32.62,26.07,

08/06/2024,21:44:22.61,08/07/2024,04:44:20.000,376652782,-1217631021,119120,0,0,0,0,9999,32.30,26.08,

08/06/2024,21:44:23.61,08/07/2024,04:44:21.000,376652782,-1217631021,119120,0,0,0,0,9999,32.48,26.23,

08/06/2024,21:44:24.61,08/07/2024,04:44:22.000,376652782,-1217631021,119120,0,0,0,0,9999,31.99,25.98,

08/06/2024,21:44:25.61,08/07/2024,04:44:23.000,376652782,-1217631021,119120,0,0,0,0,9999,31.92,26.12,

08/06/2024,21:44:26.61,08/07/2024,04:44:24.000,376652782,-1217631021,119120,0,0,0,0,9999,31.92,26.20,

08/06/2024,21:44:27.61,08/07/2024,04:44:25.000,376652782,-1217631021,119120,0,0,0,0,9999,31.84,26.08,

08/06/2024,21:44:28.61,08/07/2024,04:44:26.000,376652782,-1217631021,119120,0,0,0,0,9999,31.69,26.12,

08/06/2024,21:44:29.61,08/07/2024,04:44:27.000,376652782,-1217631021,119120,0,0,0,0,9999,32.65,26.13,

08/06/2024,21:44:30.61,08/07/2024,04:44:28.000,376652782,-1217631021,119120,0,0,0,0,9999,33.07,26.08,

08/06/2024,21:44:31.61,08/07/2024,04:44:29.000,376652782,-1217631021,119120,0,0,0,0,9999,32.99,26.08,

08/06/2024,21:44:32.61,08/07/2024,04:44:30.000,376652782,-1217631021,119120,0,0,0,0,9999,33.06,26.16,

08/06/2024,21:44:33.61,08/07/2024,04:44:31.000,376652782,-1217631021,119120,0,0,0,0,9999,32.52,26.19,

08/06/2024,21:44:34.61,08/07/2024,04:44:32.000,376652782,-1217631021,119120,0,0,0,0,9999,32.43,26.13,

08/06/2024,21:44:35.61,08/07/2024,04:44:33.000,376652782,-1217631021,119120,0,0,0,0,9999,32.33,26.20,

08/06/2024,21:44:36.62,08/07/2024,04:44:34.000,376652782,-1217631021,119120,0,0,0,0,9999,31.89,26.02,

08/06/2024,21:44:37.62,08/07/2024,04:44:35.000,376652782,-1217631021,119120,0,0,0,0,9999,31.89,26.06,

08/06/2024,21:44:38.62,08/07/2024,04:44:36.000,376652782,-1217631021,119120,0,0,0,0,9999,31.58,26.21,

08/06/2024,21:44:39.62,08/07/2024,04:44:37.000,376652782,-1217631021,119120,0,0,0,0,9999,31.40,26.00,

08/06/2024,21:44:40.62,08/07/2024,04:44:38.000,376652782,-1217631021,119120,0,0,0,0,9999,31.57,26.09,

08/06/2024,21:44:41.62,08/07/2024,04:44:39.000,376652782,-1217631021,119120,0,0,0,0,9999,31.47,26.12,

08/06/2024,21:44:42.62,08/07/2024,04:44:40.000,376652782,-1217631021,119120,0,0,0,0,9999,31.52,26.18,

08/06/2024,21:44:43.62,08/07/2024,04:44:41.000,376652782,-1217631021,119120,0,0,0,0,9999,31.62,26.10,

08/06/2024,21:44:44.62,08/07/2024,04:44:42.000,376652782,-1217631021,119120,0,0,0,0,9999,31.69,26.17,

08/06/2024,21:44:45.62,08/07/2024,04:44:43.000,376652782,-1217631021,119120,0,0,0,0,9999,31.37,26.12,

08/06/2024,21:44:46.62,08/07/2024,04:44:44.000,376652782,-1217631021,119120,0,0,0,0,9999,31.36,26.18,

08/06/2024,21:44:47.62,08/07/2024,04:44:45.000,376652782,-1217631021,119120,0,0,0,0,9999,31.59,26.13,

08/06/2024,21:44:48.62,08/07/2024,04:44:47.000,376652782,-1217631021,119120,0,0,0,0,9999,31.44,26.01,

08/06/2024,21:44:50.50,08/07/2024,04:44:48.000,376652782,-1217631021,119120,0,0,0,0,9999,31.09,26.15,

08/06/2024,21:44:51.55,08/07/2024,04:44:49.000,376652782,-1217631021,119120,0,0,0,0,9999,31.33,26.11,

08/06/2024,21:44:52.55,08/07/2024,04:44:50.000,376652782,-1217631021,119120,0,0,0,0,9999,31.37,26.12,

08/06/2024,21:44:53.55,08/07/2024,04:44:51.000,376652782,-1217631021,119120,0,0,0,0,9999,31.61,26.21,

08/06/2024,21:44:54.55,08/07/2024,04:44:52.000,376652782,-1217631021,119120,0,0,0,0,9999,31.57,26.20,

08/06/2024,21:44:55.55,08/07/2024,04:44:53.000,376652782,-1217631021,119120,0,0,0,0,9999,31.55,26.21,

08/06/2024,21:44:56.55,08/07/2024,04:44:54.000,376652782,-1217631021,119120,0,0,0,0,9999,31.70,26.20,

08/06/2024,21:44:57.55,08/07/2024,04:44:55.000,376652782,-1217631021,119120,0,0,0,0,9999,31.61,26.19,

08/06/2024,21:44:58.55,08/07/2024,04:44:56.000,376652782,-1217631021,119120,0,0,0,0,9999,31.86,26.23,

08/06/2024,21:44:59.55,08/07/2024,04:44:57.000,376652782,-1217631021,119120,0,0,0,0,9999,32.41,26.13,

08/06/2024,21:45:00.55,08/07/2024,04:44:58.000,376652782,-1217631021,119120,0,0,0,0,9999,33.15,26.18,

08/06/2024,21:45:01.55,08/07/2024,04:44:59.000,376652782,-1217631021,119120,0,0,0,0,9999,33.61,26.13,

08/06/2024,21:45:02.56,08/07/2024,04:45:00.000,376652782,-1217631021,119120,0,0,0,0,9999,33.75,26.08,

08/06/2024,21:45:03.56,08/07/2024,04:45:01.000,376652782,-1217631021,119120,0,0,0,0,9999,33.24,26.07,

08/06/2024,21:45:04.56,08/07/2024,04:45:02.000,376652782,-1217631021,119120,0,0,0,0,9999,33.23,26.16,

08/06/2024,21:45:05.56,08/07/2024,04:45:03.000,376652782,-1217631021,119120,0,0,0,0,9999,33.05,26.16,

08/06/2024,21:45:06.56,08/07/2024,04:45:04.000,376652782,-1217631021,119120,0,0,0,0,9999,32.57,26.26,

08/06/2024,21:45:07.56,08/07/2024,04:45:05.000,376652782,-1217631021,119120,0,0,0,0,9999,32.52,26.20,

08/06/2024,21:45:08.56,08/07/2024,04:45:06.000,376652782,-1217631021,119120,0,0,0,0,9999,32.02,26.21,

08/06/2024,21:45:09.56,08/07/2024,04:45:07.000,376652782,-1217631021,119120,0,0,0,0,9999,31.89,26.20,

08/06/2024,21:45:10.56,08/07/2024,04:45:08.000,376652782,-1217631021,119120,0,0,0,0,9999,31.83,26.10,

08/06/2024,21:45:11.56,08/07/2024,04:45:09.000,376652782,-1217631021,119120,0,0,0,0,9999,31.48,26.25,

08/06/2024,21:45:12.56,08/07/2024,04:45:10.000,376652782,-1217631021,119120,0,0,0,0,9999,31.74,26.30,

08/06/2024,21:45:13.56,08/07/2024,04:45:11.000,376652782,-1217631021,119120,0,0,0,0,9999,31.51,26.07,

08/06/2024,21:45:14.56,08/07/2024,04:45:12.000,376652782,-1217631021,119120,0,0,0,0,9999,31.60,26.20,

08/06/2024,21:45:15.56,08/07/2024,04:45:13.000,376652782,-1217631021,119120,0,0,0,0,9999,31.61,26.19,

08/06/2024,21:45:16.56,08/07/2024,04:45:14.000,376652782,-1217631021,119120,0,0,0,0,9999,31.40,26.15,

08/06/2024,21:45:17.57,08/07/2024,04:45:15.000,376652782,-1217631021,119120,0,0,0,0,9999,31.69,26.20,

08/06/2024,21:45:18.57,08/07/2024,04:45:16.000,376652782,-1217631021,119120,0,0,0,0,9999,31.50,26.15,

08/06/2024,21:45:19.57,08/07/2024,04:45:17.000,376652782,-1217631021,119120,0,0,0,0,9999,31.76,26.21,

08/06/2024,21:45:20.57,08/07/2024,04:45:18.000,376652782,-1217631021,119120,0,0,0,0,9999,31.36,26.12,

08/06/2024,21:45:21.57,08/07/2024,04:45:19.000,376652782,-1217631021,119120,0,0,0,0,9999,31.58,26.18,

08/06/2024,21:45:22.57,08/07/2024,04:45:20.000,376652782,-1217631021,119120,0,0,0,0,9999,31.51,26.13,

08/06/2024,21:45:23.57,08/07/2024,04:45:21.000,376652782,-1217631021,119120,0,0,0,0,9999,31.57,26.20,

08/06/2024,21:45:24.57,08/07/2024,04:45:22.000,376652782,-1217631021,119120,0,0,0,0,9999,31.55,26.16,

08/06/2024,21:45:25.57,08/07/2024,04:45:23.000,376652782,-1217631021,119120,0,0,0,0,9999,31.51,26.26,

08/06/2024,21:45:26.57,08/07/2024,04:45:24.006,376611805,-1217628612,115624,0,0,0,0,9999,31.73,26.13,

08/06/2024,21:45:27.57,08/07/2024,04:45:25.000,376529368,-1217644165,345865,0,0,0,0,9999,31.73,26.24,

08/06/2024,21:45:28.57,08/07/2024,04:45:26.000,376529001,-1217644075,346673,0,0,0,0,9999,31.62,26.11,

08/06/2024,21:45:29.57,08/07/2024,04:45:27.000,376529015,-1217644067,346852,0,0,0,0,9999,31.84,26.17,

08/06/2024,21:45:30.57,08/07/2024,04:45:27.500,376651439,-1217633793,157810,4,3,157,0,1216,31.74,26.18,

08/06/2024,21:45:31.58,08/07/2024,04:45:29.000,376653006,-1217630625,120014,5,3,190,0,530,31.49,26.25,

08/06/2024,21:45:32.58,08/07/2024,04:45:30.000,376653915,-1217631262,130506,6,3,98,0,287,31.70,26.20,

08/06/2024,21:45:33.58,08/07/2024,04:45:31.000,376653950,-1217631270,131804,6,3,193,0,287,31.67,26.17,

08/06/2024,21:45:34.58,08/07/2024,04:45:32.000,376653924,-1217631275,131936,6,3,51,0,287,31.93,26.20,

08/06/2024,21:45:35.58,08/07/2024,04:45:33.000,376653315,-1217631190,128068,7,3,193,0,205,31.72,26.24,

08/06/2024,21:45:36.58,08/07/2024,04:45:34.000,376652841,-1217631103,125027,7,3,98,0,205,31.84,26.24,

08/06/2024,21:45:37.58,08/07/2024,04:45:35.000,376652584,-1217631079,123639,7,3,201,0,205,31.73,26.16,

08/06/2024,21:45:38.58,08/07/2024,04:45:36.000,376652364,-1217631059,122549,7,3,73,0,205,31.85,26.21,

08/06/2024,21:45:39.58,08/07/2024,04:45:37.000,376652284,-1217631056,122269,7,3,35,0,205,31.83,26.21,

08/06/2024,21:45:40.58,08/07/2024,04:45:38.000,376652258,-1217631037,121952,7,3,160,0,205,31.90,26.25,

08/06/2024,21:45:41.58,08/07/2024,04:45:39.000,376652267,-1217631023,121836,7,3,65,0,205,31.83,26.16,

08/06/2024,21:45:43.58,08/07/2024,04:45:41.000,376652290,-1217631010,121757,7,3,30,0,205,31.85,26.13,

08/06/2024,21:45:44.59,08/07/2024,04:45:42.000,376652308,-1217631009,121693,7,3,7,0,205,31.77,26.25,

08/06/2024,21:45:45.59,08/07/2024,04:45:43.000,376652314,-1217631008,121674,7,3,141,0,205,31.78,26.21,

08/06/2024,21:45:46.59,08/07/2024,04:45:44.000,376652323,-1217631002,121596,7,3,49,0,205,31.77,26.18,

08/06/2024,21:45:47.59,08/07/2024,04:45:45.000,376652321,-1217631005,121539,8,3,403,0,190,31.98,26.20,

08/06/2024,21:45:48.59,08/07/2024,04:45:46.000,376652330,-1217631003,121350,8,3,43,0,190,32.11,26.19,

08/06/2024,21:45:49.59,08/07/2024,04:45:47.000,376652331,-1217631002,121267,8,3,107,0,190,32.00,26.18,

08/06/2024,21:45:50.59,08/07/2024,04:45:48.000,376652320,-1217631004,121227,8,3,74,0,190,32.01,26.23,

08/06/2024,21:45:51.59,08/07/2024,04:45:49.000,376652333,-1217630994,121071,8,3,52,0,190,31.96,26.13,

08/06/2024,21:45:52.59,08/07/2024,04:45:50.000,376652351,-1217630986,120985,8,3,34,0,190,32.14,26.24,

08/06/2024,21:45:53.59,08/07/2024,04:45:51.000,376652366,-1217630978,120876,8,3,39,0,190,32.21,26.24,

08/06/2024,21:45:54.59,08/07/2024,04:45:52.000,376652373,-1217630980,121043,8,3,38,0,190,32.24,26.30,

08/06/2024,21:45:55.59,08/07/2024,04:45:53.000,376652386,-1217630987,121308,8,3,20,0,190,32.21,26.22,

08/06/2024,21:45:56.59,08/07/2024,04:45:54.000,376652405,-1217630995,121605,8,3,49,0,190,32.22,26.28,

08/06/2024,21:45:57.60,08/07/2024,04:45:55.000,376652461,-1217630969,121477,9,3,103,0,180,32.13,26.24,

08/06/2024,21:45:58.60,08/07/2024,04:45:56.000,376652507,-1217630954,121526,9,3,93,0,180,32.10,26.30,

08/06/2024,21:45:59.60,08/07/2024,04:45:57.000,376652544,-1217630939,121629,9,3,113,0,180,32.14,26.17,

08/06/2024,21:46:00.60,08/07/2024,04:45:58.000,376652566,-1217630931,121908,9,3,54,0,180,32.15,26.25,

08/06/2024,21:46:01.60,08/07/2024,04:45:59.000,376652601,-1217630925,122079,9,3,7,0,180,32.20,26.18,

08/06/2024,21:46:02.60,08/07/2024,04:46:00.000,376652626,-1217630922,122294,9,3,16,0,180,32.05,26.23,

08/06/2024,21:46:03.60,08/07/2024,04:46:01.000,376652645,-1217630904,122404,9,3,59,0,180,32.09,26.26,

08/06/2024,21:46:04.60,08/07/2024,04:46:02.000,376652666,-1217630889,122535,9,3,28,0,180,32.10,26.23,

08/06/2024,21:46:05.60,08/07/2024,04:46:03.000,376652684,-1217630870,122532,9,3,85,0,180,32.26,26.32,

08/06/2024,21:46:06.60,08/07/2024,04:46:04.000,376652702,-1217630850,122649,9,3,124,0,180,32.22,26.14,

08/06/2024,21:46:07.60,08/07/2024,04:46:05.000,376652714,-1217630832,122881,9,3,8,0,180,32.23,26.19,

08/06/2024,21:46:08.60,08/07/2024,04:46:06.000,376652718,-1217630816,123122,9,3,94,0,180,32.11,26.22,

08/06/2024,21:46:09.61,08/07/2024,04:46:07.000,376652728,-1217630800,123147,9,3,20,0,180,32.33,26.22,

08/06/2024,21:46:10.61,08/07/2024,04:46:09.000,376652750,-1217630765,123104,9,3,53,0,180,32.14,26.16,

08/06/2024,21:46:12.38,08/07/2024,04:46:10.000,376652757,-1217630748,122855,9,3,34,0,180,32.20,26.24,

08/06/2024,21:46:13.38,08/07/2024,04:46:11.000,376652772,-1217630732,123136,9,3,17,0,179,31.99,26.09,

08/06/2024,21:46:14.38,08/07/2024,04:46:12.000,376652783,-1217630718,123093,9,3,35,0,179,32.41,26.32,

08/06/2024,21:46:15.38,08/07/2024,04:46:13.000,376652789,-1217630707,123078,9,3,70,0,179,32.04,26.23,

08/06/2024,21:46:16.38,08/07/2024,04:46:14.000,376652811,-1217630710,123771,10,3,44,0,168,32.06,26.27,

08/06/2024,21:46:17.39,08/07/2024,04:46:15.000,376652834,-1217630717,124374,10,3,33,0,168,32.06,26.16,

08/06/2024,21:46:18.39,08/07/2024,04:46:16.000,376652847,-1217630702,124206,9,3,38,0,179,32.11,26.31,

08/06/2024,21:46:19.39,08/07/2024,04:46:17.000,376652855,-1217630702,124527,10,3,73,0,168,32.01,26.26,

08/06/2024,21:46:20.39,08/07/2024,04:46:18.000,376652876,-1217630706,125319,11,3,28,0,159,32.10,26.24,

08/06/2024,21:46:21.39,08/07/2024,04:46:19.000,376652883,-1217630694,125083,10,3,23,0,170,32.47,26.23,

08/06/2024,21:46:22.39,08/07/2024,04:46:20.000,376652895,-1217630698,125588,11,3,21,0,159,32.25,26.12,

08/06/2024,21:46:23.39,08/07/2024,04:46:21.000,376652904,-1217630705,126148,11,3,3,0,159,32.22,26.18,

08/06/2024,21:46:24.39,08/07/2024,04:46:22.000,376652899,-1217630696,126070,10,3,23,0,170,32.27,26.24,

08/06/2024,21:46:25.39,08/07/2024,04:46:23.000,376652901,-1217630699,126022,11,3,5,0,159,32.39,26.25,

08/06/2024,21:46:26.39,08/07/2024,04:46:24.000,376652906,-1217630709,126578,11,3,24,0,159,32.29,26.12,

08/06/2024,21:46:27.39,08/07/2024,04:46:25.000,376652911,-1217630699,126407,10,3,62,0,170,32.44,26.22,

08/06/2024,21:46:28.40,08/07/2024,04:46:26.000,376652930,-1217630704,127385,11,3,13,0,159,32.44,26.20,

08/06/2024,21:46:29.40,08/07/2024,04:46:27.000,376652939,-1217630710,127560,11,3,17,0,159,32.18,26.24,

08/06/2024,21:46:30.40,08/07/2024,04:46:28.000,376652953,-1217630703,127842,10,3,14,0,170,32.24,26.27,

08/06/2024,21:46:31.40,08/07/2024,04:46:29.000,376652961,-1217630712,128388,10,3,27,0,163,32.43,26.43,

08/06/2024,21:46:32.40,08/07/2024,04:46:30.000,376652968,-1217630724,128945,10,3,45,0,163,32.07,26.30,

08/06/2024,21:46:33.40,08/07/2024,04:46:31.000,376652972,-1217630719,128964,10,3,87,0,170,32.16,26.23,

08/06/2024,21:46:34.40,08/07/2024,04:46:32.000,376652977,-1217630727,129198,10,3,41,0,163,32.18,26.37,

08/06/2024,21:46:35.40,08/07/2024,04:46:33.000,376652995,-1217630741,130151,10,3,56,0,174,32.38,26.23,

08/06/2024,21:46:36.40,08/07/2024,04:46:34.000,376653014,-1217630737,130524,11,3,42,0,167,32.08,26.22,

08/06/2024,21:46:37.40,08/07/2024,04:46:35.000,376653034,-1217630745,130749,12,3,33,0,156,32.11,26.25,

08/06/2024,21:46:38.40,08/07/2024,04:46:36.000,376653060,-1217630757,131513,12,3,41,0,156,32.15,26.26,

08/06/2024,21:46:39.40,08/07/2024,04:46:37.000,376653075,-1217630750,131530,11,3,66,0,167,32.05,26.15,

08/06/2024,21:46:40.41,08/07/2024,04:46:38.000,376653097,-1217630753,132083,12,3,57,0,156,32.11,26.29,

08/06/2024,21:46:41.41,08/07/2024,04:46:39.000,376653122,-1217630755,132387,14,3,96,0,140,31.89,26.30,

08/06/2024,21:46:42.41,08/07/2024,04:46:40.000,376653134,-1217630748,132141,13,3,39,0,145,31.95,26.16,

08/06/2024,21:46:43.41,08/07/2024,04:46:41.000,376653149,-1217630750,132223,14,3,57,0,140,31.98,26.24,

08/06/2024,21:46:44.41,08/07/2024,04:46:42.000,376653171,-1217630754,132515,14,3,40,0,140,31.95,26.24,

08/06/2024,21:46:45.41,08/07/2024,04:46:43.000,376653182,-1217630747,132199,13,3,21,0,145,31.94,26.28,

08/06/2024,21:46:46.41,08/07/2024,04:46:44.000,376653198,-1217630747,132546,14,3,31,0,140,31.90,26.26,

08/06/2024,21:46:47.41,08/07/2024,04:46:45.000,376653197,-1217630738,132279,14,3,42,0,140,31.98,26.25,

08/06/2024,21:46:48.41,08/07/2024,04:46:46.000,376653192,-1217630728,131901,14,3,44,0,140,32.04,26.35,

08/06/2024,21:46:49.41,08/07/2024,04:46:47.000,376653186,-1217630721,131545,14,3,9,0,140,31.82,26.31,

08/06/2024,21:46:50.41,08/07/2024,04:46:48.000,376653188,-1217630713,131326,13,3,27,0,149,32.07,26.24,

08/06/2024,21:46:51.42,08/07/2024,04:46:49.000,376653179,-1217630708,131038,14,3,108,0,140,31.88,26.30,

08/06/2024,21:46:52.42,08/07/2024,04:46:50.000,376653174,-1217630703,130775,14,3,45,0,140,31.73,26.21,

08/06/2024,21:46:53.42,08/07/2024,04:46:51.000,376653174,-1217630697,130477,14,3,28,0,140,31.80,26.28,

08/06/2024,21:46:54.42,08/07/2024,04:46:52.000,376653170,-1217630692,129930,14,3,19,0,140,31.92,26.27,

08/06/2024,21:46:55.42,08/07/2024,04:46:53.000,376653174,-1217630688,129711,14,3,79,0,140,31.97,26.33,

08/06/2024,21:46:56.42,08/07/2024,04:46:54.000,376653166,-1217630686,129335,14,3,75,0,140,31.84,26.29,

08/06/2024,21:46:57.42,08/07/2024,04:46:55.000,376653163,-1217630679,129151,14,3,50,0,140,31.84,26.32,

08/06/2024,21:46:58.42,08/07/2024,04:46:56.000,376653160,-1217630678,128962,14,3,41,0,140,31.84,26.27,

08/06/2024,21:46:59.42,08/07/2024,04:46:58.000,376653138,-1217630676,128712,13,3,43,0,149,31.92,26.31,

08/06/2024,21:47:01.40,08/07/2024,04:46:59.000,376653143,-1217630673,128427,13,3,45,0,149,31.94,26.34,

08/06/2024,21:47:02.40,08/07/2024,04:47:00.000,376653144,-1217630671,128362,13,3,14,0,149,31.91,26.31,

08/06/2024,21:47:03.40,08/07/2024,04:47:01.000,376653145,-1217630670,128220,13,3,15,0,149,31.85,26.27,

08/06/2024,21:47:04.40,08/07/2024,04:47:02.000,376653149,-1217630674,128011,13,3,79,0,149,31.99,26.25,

08/06/2024,21:47:05.40,08/07/2024,04:47:03.000,376653147,-1217630676,127756,13,3,63,0,149,31.98,26.29,

08/06/2024,21:47:06.40,08/07/2024,04:47:04.000,376653148,-1217630676,127511,13,3,76,0,149,31.93,26.29,

08/06/2024,21:47:07.40,08/07/2024,04:47:05.000,376653144,-1217630676,127305,13,3,55,0,149,31.88,26.37,

08/06/2024,21:47:08.40,08/07/2024,04:47:06.000,376653152,-1217630675,127180,13,3,94,0,149,32.00,26.31,

08/06/2024,21:47:09.41,08/07/2024,04:47:07.000,376653159,-1217630673,127087,13,3,121,0,149,31.87,26.35,

08/06/2024,21:47:10.41,08/07/2024,04:47:08.000,376653159,-1217630678,126998,13,3,46,0,149,32.11,26.34,

08/06/2024,21:47:11.41,08/07/2024,04:47:09.000,376653164,-1217630668,126870,14,3,38,0,147,32.00,26.31,

08/06/2024,21:47:12.41,08/07/2024,04:47:10.000,376653178,-1217630660,126706,14,3,34,0,147,31.76,26.34,

08/06/2024,21:47:13.41,08/07/2024,04:47:11.000,376653210,-1217630656,126635,14,3,282,0,147,31.70,26.31,

08/06/2024,21:47:14.41,08/07/2024,04:47:12.000,376653220,-1217630653,126265,15,3,17,0,138,31.98,26.33,

08/06/2024,21:47:15.41,08/07/2024,04:47:14.000,376653240,-1217630633,125899,15,3,77,0,138,31.98,26.21,

08/06/2024,21:47:17.39,08/07/2024,04:47:15.000,376653248,-1217630630,125585,15,3,38,0,138,31.80,26.31,

08/06/2024,21:47:18.39,08/07/2024,04:47:16.000,376653256,-1217630628,125435,15,3,38,0,138,31.98,26.36,

08/06/2024,21:47:19.39,08/07/2024,04:47:17.000,376653278,-1217630625,125459,15,3,170,0,138,31.94,26.26,

08/06/2024,21:47:20.39,08/07/2024,04:47:18.000,376653282,-1217630627,125305,15,3,61,0,138,31.91,26.35,

08/06/2024,21:47:21.39,08/07/2024,04:47:19.000,376653282,-1217630627,125166,16,3,81,0,136,31.74,26.21,

08/06/2024,21:47:22.39,08/07/2024,04:47:20.000,376653286,-1217630627,124988,16,3,17,0,136,32.00,26.36,

08/06/2024,21:47:23.39,08/07/2024,04:47:21.000,376653283,-1217630626,124787,16,3,24,0,136,31.97,26.39,

08/06/2024,21:47:24.39,08/07/2024,04:47:22.000,376653280,-1217630626,124536,16,3,36,0,136,32.08,26.34,

