Timestamp,Temperature (°C),Relative Humidity (%)
2024-07-04 14:45,40.105,20.555
2024-07-04 15:00,41.525,19.2675
2024-07-04 15:15,41.6225,19.2325
2024-07-04 15:30,41.7625,18.5325
2024-07-04 15:45,41.9475,20.03
2024-07-04 16:00,42.405,18.295
2024-07-04 16:15,42.275,18.55
2024-07-04 16:30,41.6225,18.6475
2024-07-04 16:45,40.79,18.7375
2024-07-04 17:00,40.7775,18.695
2024-07-04 17:15,40.0425,19.0
2024-07-04 17:30,39.7325,19.1375
2024-07-04 17:45,38.7975,19.8575
2024-07-04 18:00,38.1,20.21
2024-07-04 18:15,37.24,20.59
2024-07-04 18:30,36.6575,21.0125
2024-07-04 18:45,36.0675,21.585
2024-07-04 19:00,35.7325,22.1625
2024-07-04 19:15,34.735,22.3025
2024-07-04 19:30,34.01,22.995
2024-07-04 19:45,33.0075,23.82
2024-07-04 20:00,32.48,24.105
2024-07-04 20:15,31.915,24.43
2024-07-04 20:30,30.895,25.9
2024-07-04 20:45,30.145,26.505
2024-07-04 21:00,29.505,27.2425
2024-07-04 21:15,28.84,28.79
2024-07-04 21:30,28.5525,28.8175
2024-07-04 21:45,27.9675,29.7475
2024-07-04 22:00,27.5925,30.115
2024-07-04 22:15,27.18,30.835
2024-07-04 22:30,26.8,30.76
2024-07-04 22:45,26.3325,31.6625
2024-07-04 23:00,25.8675,32.0875
2024-07-04 23:15,25.5075,32.2
2024-07-04 23:30,25.25,32.76
2024-07-04 23:45,24.9175,32.9875
2024-07-05 00:00,24.5975,33.66
2024-07-05 00:15,24.21,34.5325
2024-07-05 00:30,23.7825,35.2575
2024-07-05 00:45,23.565,35.62
2024-07-05 01:00,23.4,35.84
2024-07-05 01:15,23.13,36.2125
2024-07-05 01:30,22.9125,36.9225
2024-07-05 01:45,22.6425,38.355
2024-07-05 02:00,22.125,39.505
2024-07-05 02:15,21.8275,40.0325
2024-07-05 02:30,21.5825,41.0725
2024-07-05 02:45,21.285,41.615
2024-07-05 03:00,21.115,41.5175
2024-07-05 03:15,20.755,42.0175
2024-07-05 03:30,20.445,42.745
2024-07-05 03:45,20.425,42.46
2024-07-05 04:00,20.5225,42.4575
2024-07-05 04:15,20.5075,43.1475
2024-07-05 04:30,20.4325,43.1625
2024-07-05 04:45,20.34,42.5975
2024-07-05 05:00,20.27,43.7725
2024-07-05 05:15,20.135,44.39
2024-07-05 05:30,19.835,44.9
2024-07-05 05:45,19.55,46.555
2024-07-05 06:00,19.3725,46.5
2024-07-05 06:15,19.205,47.6975
2024-07-05 06:30,19.1575,50.2325
2024-07-05 06:45,19.6025,49.0175
2024-07-05 07:00,20.575,46.57
2024-07-05 07:15,21.255,45.195
2024-07-05 07:30,21.95,43.645
2024-07-05 07:45,22.855,42.555
2024-07-05 08:00,23.8375,39.225
2024-07-05 08:15,24.5075,36.9075
2024-07-05 08:30,25.88,35.9975
2024-07-05 08:45,27.085,34.9225
2024-07-05 09:00,28.4475,32.7725
2024-07-05 09:15,29.45,31.725
2024-07-05 09:30,30.495,30.855
2024-07-05 09:45,31.625,29.7325
2024-07-05 10:00,32.705,28.9975
2024-07-05 10:15,33.06,27.4075
2024-07-05 10:30,33.2775,27.1525
2024-07-05 10:45,33.6375,25.4825
2024-07-05 11:00,34.04,25.8825
2024-07-05 11:15,34.72,25.0325
2024-07-05 11:30,35.33,24.3075
2024-07-05 11:45,35.535,24.3875
2024-07-05 12:00,35.8825,23.6625
2024-07-05 12:15,36.365,23.645
2024-07-05 12:30,37.07,23.3375
2024-07-05 12:45,37.415,23.7225
2024-07-05 13:00,37.9475,23.01
2024-07-05 13:15,38.1925,22.9475
2024-07-05 13:30,38.9075,23.9175
2024-07-05 13:45,39.315,22.525
2024-07-05 14:00,39.785,22.4925
2024-07-05 14:15,40.525,20.96
2024-07-05 14:30,41.455,20.7125
2024-07-05 14:45,42.4125,20.4025
2024-07-05 15:00,42.9525,19.7225
2024-07-05 15:15,43.105,20.425
2024-07-05 15:30,43.8675,20.3875
2024-07-05 15:45,44.4275,19.355
2024-07-05 16:00,44.7525,18.8
2024-07-05 16:15,44.1725,18.15
2024-07-05 16:30,44.1525,17.01
2024-07-05 16:45,43.9575,16.6375
2024-07-05 17:00,43.2675,17.4225
2024-07-05 17:15,42.96,17.8
2024-07-05 17:30,42.3575,17.94
2024-07-05 17:45,41.7675,17.7375
2024-07-05 18:00,41.4475,18.36
2024-07-05 18:15,40.29,19.48
2024-07-05 18:30,39.3075,20.21
2024-07-05 18:45,38.68,20.2775
2024-07-05 19:00,38.1825,20.34
2024-07-05 19:15,37.7475,20.175
2024-07-05 19:30,37.605,21.84
2024-07-05 19:45,36.495,22.5925
2024-07-05 20:00,35.2575,23.145
2024-07-05 20:15,34.265,24.295
2024-07-05 20:30,33.45,25.2025
2024-07-05 20:45,32.6725,26.655
2024-07-05 21:00,31.7525,29.705
2024-07-05 21:15,30.245,33.2625
2024-07-05 21:30,29.25,32.93
2024-07-05 21:45,28.7475,33.335
2024-07-05 22:00,28.5,34.03
2024-07-05 22:15,28.0075,36.8875
2024-07-05 22:30,27.515,37.275
2024-07-05 22:45,26.8925,35.9925
2024-07-05 23:00,26.435,35.6275
2024-07-05 23:15,25.9025,36.18
2024-07-05 23:30,25.6725,36.2225
2024-07-05 23:45,25.4725,35.2975
2024-07-06 00:00,25.2275,35.315
2024-07-06 00:15,24.8975,35.8425
2024-07-06 00:30,24.6625,36.0225
2024-07-06 00:45,24.4575,36.0025
2024-07-06 01:00,24.2375,36.77
2024-07-06 01:15,23.9025,38.04
2024-07-06 01:30,23.6775,38.7575
2024-07-06 01:45,23.485,39.91
2024-07-06 02:00,23.13,41.445
2024-07-06 02:15,22.8175,42.42
2024-07-06 02:30,22.6475,42.8225
2024-07-06 02:45,22.295,44.6225
2024-07-06 03:00,22.025,46.5775
2024-07-06 03:15,21.83,46.975
2024-07-06 03:30,21.67,47.815
2024-07-06 03:45,21.45,49.0
2024-07-06 04:00,21.255,50.15
2024-07-06 04:15,21.0725,50.8025
2024-07-06 04:30,20.8475,51.92
2024-07-06 04:45,20.725,52.76
2024-07-06 05:00,20.6475,53.215
2024-07-06 05:15,20.565,53.395
2024-07-06 05:30,20.4625,53.735
2024-07-06 05:45,20.33,54.84
2024-07-06 06:00,20.15,55.51
2024-07-06 06:15,20.03,56.755
2024-07-06 06:30,20.0475,56.8625
2024-07-06 06:45,20.2125,55.3575
2024-07-06 07:00,21.085,54.5475
2024-07-06 07:15,21.7925,52.185
2024-07-06 07:30,22.37,50.9575
2024-07-06 07:45,22.8875,49.9425
2024-07-06 08:00,23.735,47.79
2024-07-06 08:15,24.6875,46.975
2024-07-06 08:30,25.58,44.1725
2024-07-06 08:45,26.8825,42.7875
2024-07-06 09:00,28.205,40.0925
2024-07-06 09:15,29.51,37.3825
2024-07-06 09:30,30.76,34.975
2024-07-06 09:45,31.625,32.5225
2024-07-06 10:00,32.105,32.425
2024-07-06 10:15,33.0525,31.025
2024-07-06 10:30,33.62,29.37
2024-07-06 10:45,34.115,27.945
2024-07-06 11:00,34.9,27.6775
2024-07-06 11:15,35.4825,28.3775
2024-07-06 11:30,35.895,26.815
2024-07-06 11:45,36.5375,25.57
2024-07-06 12:00,37.425,24.8825
2024-07-06 12:15,37.9875,24.5725
2024-07-06 12:30,38.47,25.3375
2024-07-06 12:45,39.1975,25.58
2024-07-06 13:00,39.635,25.6575
2024-07-06 13:15,40.4975,23.7775
2024-07-06 13:30,41.1075,22.8725
2024-07-06 13:45,41.6225,22.995
2024-07-06 14:00,42.3125,22.005
2024-07-06 14:15,42.9725,21.1125
2024-07-06 14:30,43.6025,20.7225
2024-07-06 14:45,44.33,19.29
2024-07-06 15:00,44.7275,19.6325
2024-07-06 15:15,45.6025,18.255
2024-07-06 15:30,46.355,18.3675
2024-07-06 15:45,46.19,19.805
2024-07-06 16:00,46.6075,19.3
2024-07-06 16:15,46.745,19.5425
2024-07-06 16:30,46.205,19.8675
2024-07-06 16:45,45.965,20.2075
2024-07-06 17:00,45.8275,20.18
2024-07-06 17:15,45.41,19.62
2024-07-06 17:30,44.7425,20.895
2024-07-06 17:45,43.9025,21.53
2024-07-06 18:00,42.725,21.735
2024-07-06 18:15,41.595,21.7725
2024-07-06 18:30,41.0575,23.11
2024-07-06 18:45,40.0425,23.2825
2024-07-06 19:00,38.7725,24.1675
2024-07-06 19:15,38.215,23.405
2024-07-06 19:30,37.2925,23.745
2024-07-06 19:45,36.18,23.835
2024-07-06 20:00,35.195,24.205
2024-07-06 20:15,34.4025,24.37
2024-07-06 20:30,33.9275,24.445
2024-07-06 20:45,33.515,26.745
2024-07-06 21:00,32.835,27.2125
2024-07-06 21:15,31.9825,28.3525
2024-07-06 21:30,31.5975,28.4225
2024-07-06 21:45,31.1025,28.3575
2024-07-06 22:00,30.575,29.135
2024-07-06 22:15,30.0275,29.5275
2024-07-06 22:30,29.57,30.8525
2024-07-06 22:45,29.2,31.5875
2024-07-06 23:00,28.7175,32.3475
2024-07-06 23:15,28.175,35.535
2024-07-06 23:30,27.6725,36.27
2024-07-06 23:45,27.2825,36.7075
2024-07-07 00:00,27.115,37.0775
2024-07-07 00:15,26.8825,37.4425
2024-07-07 00:30,26.5725,37.53
2024-07-07 00:45,26.1875,38.265
2024-07-07 01:00,25.9675,37.9375
2024-07-07 01:15,25.745,37.9725
2024-07-07 01:30,25.5375,39.3525
2024-07-07 01:45,25.365,41.2075
2024-07-07 02:00,25.08,41.68
2024-07-07 02:15,24.8475,43.37
2024-07-07 02:30,24.565,43.4575
2024-07-07 02:45,24.16,45.725
2024-07-07 03:00,23.9275,46.5175
2024-07-07 03:15,23.645,47.6625
2024-07-07 03:30,23.32,51.6575
2024-07-07 03:45,22.93,53.0475
2024-07-07 04:00,22.65,54.25
2024-07-07 04:15,22.3975,55.4975
2024-07-07 04:30,22.0825,56.4925
2024-07-07 04:45,21.98,57.2
2024-07-07 05:00,21.8925,58.64
2024-07-07 05:15,21.74,58.9775
2024-07-07 05:30,21.4875,59.0825
2024-07-07 05:45,21.43,58.3675
2024-07-07 06:00,21.3475,59.5225
2024-07-07 06:15,21.1725,59.9525
2024-07-07 06:30,21.0675,60.5375
2024-07-07 06:45,21.19,60.3825
2024-07-07 07:00,21.9175,58.705
2024-07-07 07:15,22.465,56.97
2024-07-07 07:30,23.095,55.92
2024-07-07 07:45,23.78,54.1525
2024-07-07 08:00,24.4775,52.14
2024-07-07 08:15,25.025,51.67
2024-07-07 08:30,26.155,49.4125
2024-07-07 08:45,27.095,46.995
2024-07-07 09:00,28.22,44.9225
2024-07-07 09:15,29.0125,43.1225
2024-07-07 09:30,29.52,43.61
2024-07-07 09:45,30.04,40.7
2024-07-07 10:00,30.09,40.035
2024-07-07 10:15,30.835,38.615
2024-07-07 10:30,31.4225,37.445
2024-07-07 10:45,31.93,37.23
2024-07-07 11:00,32.4975,34.5425
2024-07-07 11:15,32.88,33.3325
2024-07-07 11:30,33.0775,33.93
2024-07-07 11:45,33.0775,33.5475
2024-07-07 12:00,33.4,32.4975
2024-07-07 12:15,33.89,31.35
2024-07-07 12:30,33.905,32.1675
2024-07-07 12:45,34.375,30.1725
2024-07-07 13:00,34.8525,30.2525
2024-07-07 13:15,35.1975,30.8875
2024-07-07 13:30,35.7325,29.8225
2024-07-07 13:45,36.4525,29.0225
2024-07-07 14:00,37.075,28.8275
2024-07-07 14:15,37.435,26.09
2024-07-07 14:30,37.675,27.065
2024-07-07 14:45,38.595,26.315
2024-07-07 15:00,39.2375,25.1425
2024-07-07 15:15,39.915,23.7275
2024-07-07 15:30,40.105,23.35
2024-07-07 15:45,40.0525,22.9775
2024-07-07 16:00,39.8,22.9525
2024-07-07 16:15,39.8075,22.915
2024-07-07 16:30,39.6575,22.53
2024-07-07 16:45,39.995,22.29
2024-07-07 17:00,38.6625,22.6275
2024-07-07 17:15,37.8525,23.8225
2024-07-07 17:30,36.6675,23.67
2024-07-07 17:45,36.48,23.9675
2024-07-07 18:00,35.895,24.5225
2024-07-07 18:15,35.53,25.185
2024-07-07 18:30,34.8725,26.335
2024-07-07 18:45,33.8425,27.62
2024-07-07 19:00,33.4375,28.4275
2024-07-07 19:15,32.2825,29.6825
2024-07-07 19:30,31.2575,30.4775
2024-07-07 19:45,30.3925,31.38
2024-07-07 20:00,29.5975,31.7425
2024-07-07 20:15,28.73,33.3
2024-07-07 20:30,27.95,36.0375
2024-07-07 20:45,27.2875,37.86
2024-07-07 21:00,26.57,39.755
2024-07-07 21:15,26.13,41.08
2024-07-07 21:30,25.35,42.935
2024-07-07 21:45,24.8325,44.54
2024-07-07 22:00,24.59,45.3925
2024-07-07 22:15,24.31,46.05
2024-07-07 22:30,24.135,46.935
2024-07-07 22:45,23.7325,47.9875
2024-07-07 23:00,23.4375,48.5925
2024-07-07 23:15,23.2275,49.465
2024-07-07 23:30,22.9175,50.07
2024-07-07 23:45,22.5725,50.6125
2024-07-08 00:00,22.295,51.8775
2024-07-08 00:15,22.02,52.9175
2024-07-08 00:30,21.6575,54.205
2024-07-08 00:45,21.37,55.1875
2024-07-08 01:00,20.96,56.7725
2024-07-08 01:15,20.6,57.85
2024-07-08 01:30,20.4825,59.04
2024-07-08 01:45,20.3775,59.34
2024-07-08 02:00,20.1425,60.1375
2024-07-08 02:15,19.82,61.81
2024-07-08 02:30,19.6275,62.645
2024-07-08 02:45,19.41,63.9075
2024-07-08 03:00,19.1325,65.22
2024-07-08 03:15,19.055,65.1025
2024-07-08 03:30,18.8325,65.9225
2024-07-08 03:45,18.5575,66.615
2024-07-08 04:00,18.3275,67.3775
2024-07-08 04:15,18.0575,68.3525
2024-07-08 04:30,17.7475,69.0775
2024-07-08 04:45,17.575,69.93
2024-07-08 05:00,17.265,71.29
2024-07-08 05:15,16.9625,73.885
2024-07-08 05:30,16.7425,75.7575
2024-07-08 05:45,16.49,77.2075
2024-07-08 06:00,16.4175,78.9325
2024-07-08 06:15,16.585,78.21
