Timestamp for sample frequency every 15 min,Temperature (°C),Relative Humidity (%),Barometric Pressure (mb)
2024-07-11 23:15:00,29.3625,26.4975,990.21
2024-07-11 23:30:00,28.83,28.1575,990.0
2024-07-11 23:45:00,28.2675,29.3425,990.03
2024-07-12 00:00:00,27.4125,30.37,990.0099
2024-07-12 00:15:00,27.13,31.1425,989.98
2024-07-12 00:30:00,26.965,30.9225,990.0
2024-07-12 00:45:00,26.945,30.9775,989.7599
2024-07-12 01:00:00,26.4925,33.96,989.85
2024-07-12 01:15:00,26.0475,36.4725,989.7
2024-07-12 01:30:00,25.945,34.3925,989.77
2024-07-12 01:45:00,25.86,39.2725,989.66
2024-07-12 02:00:00,25.42,35.715,989.61
2024-07-12 02:15:00,25.235,40.7625,989.52
2024-07-12 02:30:00,24.995,41.7475,989.5099
2024-07-12 02:45:00,24.905,40.44,989.33
2024-07-12 03:00:00,24.2975,39.88,989.5
2024-07-12 03:15:00,23.8775,38.8525,989.41
2024-07-12 03:30:00,23.815,40.3575,989.33
2024-07-12 03:45:00,23.7725,41.26,989.33
2024-07-12 04:00:00,23.68,44.915,989.25
2024-07-12 04:15:00,23.325,49.285,989.39
2024-07-12 04:30:00,23.035,50.5125,989.39
2024-07-12 04:45:00,22.8275,51.1875,989.44
2024-07-12 05:00:00,22.635,47.835,989.61
2024-07-12 05:15:00,22.46,48.5175,989.6
2024-07-12 05:30:00,22.2875,48.1575,989.74
2024-07-12 05:45:00,21.95,50.17,989.87
2024-07-12 06:00:00,21.4075,52.355,990.03
2024-07-12 06:15:00,21.565,48.2975,990.02
2024-07-12 06:30:00,21.4175,50.4725,989.94
2024-07-12 06:45:00,21.62,51.2675,990.1
2024-07-12 07:00:00,21.5225,51.1175,990.21
2024-07-12 07:15:00,21.8925,53.36,990.1
2024-07-12 07:30:00,22.335,50.37,990.21
2024-07-12 07:45:00,22.6925,49.1825,990.35
2024-07-12 08:00:00,23.01,48.535,990.3
2024-07-12 08:15:00,23.3225,49.95,990.3
2024-07-12 08:30:00,23.76,49.6,990.23
2024-07-12 08:45:00,24.2725,47.065,990.41
2024-07-12 09:00:00,24.805,46.345,990.52
2024-07-12 09:15:00,25.86,46.8,990.29
2024-07-12 09:30:00,26.5975,44.925,990.18
2024-07-12 09:45:00,27.445,41.4775,990.13
2024-07-12 10:00:00,28.315,40.85,990.07
2024-07-12 10:15:00,28.99,40.4075,989.99
2024-07-12 10:30:00,29.8925,38.0625,989.91
2024-07-12 10:45:00,30.64,36.7375,989.87
2024-07-12 11:00:00,31.38,34.0975,989.86
2024-07-12 11:15:00,32.1775,34.9125,989.87
2024-07-12 11:30:00,33.2775,30.0475,989.92
2024-07-12 11:45:00,33.63,30.895,989.89
2024-07-12 12:00:00,34.275,29.1775,989.92
2024-07-12 12:15:00,34.545,28.7825,989.87
2024-07-12 12:30:00,35.025,26.6175,989.79
2024-07-12 12:45:00,35.5375,26.155,989.74
2024-07-12 13:00:00,36.105,25.925,989.64
2024-07-12 13:15:00,36.2625,25.04,989.5
2024-07-12 13:30:00,36.44,24.43,989.33
2024-07-12 13:45:00,37.0475,24.265,989.14
2024-07-12 14:00:00,37.2375,24.0,988.99
2024-07-12 14:15:00,38.085,22.92,988.85
2024-07-12 14:30:00,38.265,23.0725,988.83
2024-07-12 14:45:00,38.26,22.8175,988.83
2024-07-12 15:00:00,38.4225,23.2775,988.75
2024-07-12 15:15:00,38.33,21.675,988.72
2024-07-12 15:30:00,38.2775,20.49,988.66
2024-07-12 15:45:00,37.77,22.5475,988.48
2024-07-12 16:00:00,37.9375,22.7725,988.62
2024-07-12 16:15:00,37.765,23.0975,988.36
2024-07-12 16:30:00,37.5025,23.7925,988.44
2024-07-12 16:45:00,37.4375,23.39,988.43
2024-07-12 17:00:00,37.43,23.1075,988.56
2024-07-12 17:15:00,37.525,23.6075,988.37
2024-07-12 17:30:00,37.01,24.34,988.2
2024-07-12 17:45:00,36.51,24.7325,988.4
2024-07-12 18:00:00,36.2125,25.37,988.48
2024-07-12 18:15:00,36.515,25.0475,988.47
2024-07-12 18:30:00,35.4475,25.1,988.55
2024-07-12 18:45:00,34.7625,25.81,988.73
2024-07-12 19:00:00,34.07,24.26,988.87
2024-07-12 19:15:00,33.8075,24.5975,988.96
2024-07-12 19:30:00,33.385,24.47,989.15
2024-07-12 19:45:00,32.925,25.1375,989.15
2024-07-12 20:00:00,32.2775,26.5925,989.24
2024-07-12 20:15:00,31.745,29.13,989.3
2024-07-12 20:30:00,31.3225,31.7875,989.13
2024-07-12 20:45:00,30.635,32.4475,989.24
2024-07-12 21:00:00,29.89,33.1875,989.05
2024-07-12 21:15:00,29.46,33.47,989.33
2024-07-12 21:30:00,29.32,34.0175,989.21
2024-07-12 21:45:00,28.69,36.0675,989.37
2024-07-12 22:00:00,28.6775,35.56,989.37
2024-07-12 22:15:00,28.1075,36.5525,989.31
2024-07-12 22:30:00,27.4775,37.1125,989.39
2024-07-12 22:45:00,27.26,37.2175,989.36
2024-07-12 23:00:00,26.615,38.5925,989.38
2024-07-12 23:15:00,25.8225,40.2725,989.29
2024-07-12 23:30:00,25.47,41.205,989.3
2024-07-12 23:45:00,25.1075,42.1475,989.29
2024-07-13 00:00:00,24.9175,42.5575,989.4
2024-07-13 00:15:00,24.3,44.0925,989.42
2024-07-13 00:30:00,23.7825,46.1725,989.45
2024-07-13 00:45:00,23.45,48.14,989.38
2024-07-13 01:00:00,23.015,49.7425,989.43
2024-07-13 01:15:00,22.6025,51.3225,989.54
2024-07-13 01:30:00,22.3125,52.51,989.54
2024-07-13 01:45:00,21.7525,53.375,989.56
2024-07-13 02:00:00,21.3975,54.42,989.63
2024-07-13 02:15:00,21.5175,54.01,989.57
2024-07-13 02:30:00,21.1025,55.425,989.61
2024-07-13 02:45:00,21.1025,55.01,989.3
2024-07-13 03:00:00,20.7625,56.8875,989.5099
2024-07-13 03:15:00,20.4925,57.2825,989.2599
2024-07-13 03:30:00,20.5025,57.48,989.43
2024-07-13 03:45:00,20.54,57.3325,989.55
2024-07-13 04:00:00,20.015,58.5175,990.32
2024-07-13 04:15:00,20.0225,57.375,989.68
2024-07-13 04:30:00,19.75,58.6475,989.64
2024-07-13 04:45:00,19.825,58.1425,989.78
2024-07-13 05:00:00,19.9925,58.225,989.83
2024-07-13 05:15:00,20.225,57.875,989.14
2024-07-13 05:30:00,20.1975,58.255,989.73
2024-07-13 05:45:00,20.2475,57.9875,990.1
2024-07-13 06:00:00,19.725,60.25,990.46
2024-07-13 06:15:00,19.5525,60.4075,990.66
2024-07-13 06:30:00,19.5425,60.52,990.7
2024-07-13 06:45:00,19.265,61.53,990.94
2024-07-13 07:00:00,19.1,62.1325,990.72
2024-07-13 07:15:00,19.055,63.2675,991.41
2024-07-13 07:30:00,19.265,62.61,991.2599
2024-07-13 07:45:00,19.83,61.865,990.81
2024-07-13 08:00:00,20.3825,59.9325,991.53
2024-07-13 08:15:00,20.6,59.9525,991.82
2024-07-13 08:30:00,20.4275,60.105,991.92
2024-07-13 08:45:00,20.2675,61.545,992.37
2024-07-13 09:00:00,20.9125,59.2575,992.48
2024-07-13 09:15:00,21.3575,58.125,992.5
2024-07-13 09:30:00,22.5275,54.845,992.09
2024-07-13 09:45:00,22.5,54.555,992.31
2024-07-13 10:00:00,23.285,52.9125,992.12
2024-07-13 10:15:00,24.485,50.405,992.15
2024-07-13 10:30:00,24.1725,50.625,991.85
2024-07-13 10:45:00,24.125,50.635,991.94
2024-07-13 11:00:00,25.2275,48.46,991.87
2024-07-13 11:15:00,26.5925,45.915,992.02
2024-07-13 11:30:00,27.105,44.5425,991.68
2024-07-13 11:45:00,27.355,43.7775,991.98
2024-07-13 12:00:00,27.8575,42.995,991.97
2024-07-13 12:15:00,28.19,42.82,991.97
2024-07-13 12:30:00,27.7925,43.36,992.1
2024-07-13 12:45:00,28.0075,42.435,992.1
2024-07-13 13:00:00,28.6,41.31,992.09
2024-07-13 13:15:00,28.49,40.58,992.13
2024-07-13 13:30:00,29.46,39.955,991.68
2024-07-13 13:45:00,30.1225,39.1275,991.67
2024-07-13 14:00:00,30.44,38.4625,991.61
2024-07-13 14:15:00,30.9825,35.9675,991.72
2024-07-13 14:30:00,30.79,36.485,991.78
2024-07-13 14:45:00,30.7575,37.9175,991.78
2024-07-13 15:00:00,30.5025,38.2825,991.82
2024-07-13 15:15:00,30.87,37.245,991.73
2024-07-13 15:30:00,31.5475,36.9125,991.74
2024-07-13 15:45:00,31.7075,36.9075,991.65
2024-07-13 16:00:00,31.78,36.3475,991.47
2024-07-13 16:15:00,31.985,35.8925,991.44
2024-07-13 16:30:00,31.415,37.0125,991.47
2024-07-13 16:45:00,31.425,36.7275,991.16
2024-07-13 17:00:00,30.5725,37.6375,991.14
2024-07-13 17:15:00,30.3525,37.6,991.38
2024-07-13 17:30:00,30.5225,37.7125,991.28
2024-07-13 17:45:00,30.65,35.9,991.25
2024-07-13 18:00:00,30.07,38.0975,991.39
2024-07-13 18:15:00,29.5725,38.2325,991.6
2024-07-13 18:30:00,29.155,38.7375,991.87
2024-07-13 18:45:00,29.0375,39.225,992.36
2024-07-13 19:00:00,28.575,39.8525,992.2
2024-07-13 19:15:00,28.135,40.925,992.54
2024-07-13 19:30:00,27.495,41.4725,992.86
2024-07-13 19:45:00,26.9925,42.6775,992.93
2024-07-13 20:00:00,26.8025,42.9525,992.88
2024-07-13 20:15:00,26.4375,42.8375,993.12
2024-07-13 20:30:00,25.925,43.91,993.17
2024-07-13 20:45:00,25.535,43.865,993.3
2024-07-13 21:00:00,25.0175,44.9625,993.58
2024-07-13 21:15:00,24.29,45.7475,993.63
2024-07-13 21:30:00,24.1825,46.0875,993.7
2024-07-13 21:45:00,23.4625,47.5525,993.89
2024-07-13 22:00:00,23.2625,47.8825,993.93
2024-07-13 22:15:00,22.7625,48.82,994.0
2024-07-13 22:30:00,22.395,50.07,993.86
2024-07-13 22:45:00,22.185,50.4175,994.0099
2024-07-13 23:00:00,21.99,50.9875,993.3
2024-07-13 23:15:00,21.2775,52.5625,993.56
2024-07-13 23:30:00,20.8775,53.9325,993.61
2024-07-13 23:45:00,20.85,54.175,993.57
2024-07-14 00:00:00,20.5425,55.6175,993.29
2024-07-14 00:15:00,20.1875,56.925,993.4
2024-07-14 00:30:00,19.985,58.0725,993.61
2024-07-14 00:45:00,19.905,58.075,993.54
2024-07-14 01:00:00,19.54,60.5,993.52
2024-07-14 01:15:00,19.36,60.8325,993.62
2024-07-14 01:30:00,18.975,62.0825,993.61
2024-07-14 01:45:00,18.8325,62.6675,993.41
2024-07-14 02:00:00,18.6325,63.665,993.5099
2024-07-14 02:15:00,18.5375,64.615,993.48
2024-07-14 02:30:00,18.245,66.2225,993.52
2024-07-14 02:45:00,18.0575,66.75,993.65
2024-07-14 03:00:00,17.53,68.925,993.45
2024-07-14 03:15:00,17.305,69.9725,993.69
2024-07-14 03:30:00,17.165,69.9625,993.91
2024-07-14 03:45:00,16.84,71.865,993.98
2024-07-14 04:00:00,16.6975,72.9075,994.1
2024-07-14 04:15:00,16.6525,73.63,994.19
2024-07-14 04:30:00,16.545,74.2525,994.54
2024-07-14 04:45:00,16.47,74.775,994.77
2024-07-14 05:00:00,16.325,76.0525,995.04
2024-07-14 05:15:00,16.1775,77.12,995.25
2024-07-14 05:30:00,15.9475,78.675,995.48
2024-07-14 05:45:00,16.1875,78.1525,995.73
2024-07-14 06:00:00,16.265,78.1275,996.0099
2024-07-14 06:15:00,16.47,77.48,996.07
2024-07-14 06:30:00,16.4775,77.22,996.34
2024-07-14 06:45:00,16.4025,76.9875,996.48
2024-07-14 07:00:00,16.51,76.645,996.49
2024-07-14 07:15:00,16.68,76.2225,996.88
2024-07-14 07:30:00,16.5075,77.0325,996.94
2024-07-14 07:45:00,16.7275,76.3875,997.16
2024-07-14 08:00:00,16.74,76.5025,997.29
2024-07-14 08:15:00,16.7975,76.2425,997.27
2024-07-14 08:30:00,16.785,75.8225,997.56
2024-07-14 08:45:00,17.1225,74.6275,997.74
2024-07-14 09:00:00,17.815,72.8525,997.52
2024-07-14 09:15:00,18.7775,70.045,997.31
2024-07-14 09:30:00,19.4625,67.4925,997.27
2024-07-14 09:45:00,20.1025,65.535,997.21
2024-07-14 10:00:00,20.7775,62.6975,997.07
2024-07-14 10:15:00,21.4375,60.215,996.97
2024-07-14 10:30:00,22.245,57.815,996.87
2024-07-14 10:45:00,22.9875,55.7175,996.87
2024-07-14 11:00:00,23.85,53.9,996.72
2024-07-14 11:15:00,24.76,51.61,996.79
2024-07-14 11:30:00,25.2025,50.11,996.61
2024-07-14 11:45:00,25.88,49.21,996.39
2024-07-14 12:00:00,26.0325,48.3475,996.32
2024-07-14 12:15:00,26.88,46.12,996.24
2024-07-14 12:30:00,27.3925,44.825,996.19
2024-07-14 12:45:00,27.8575,43.57,996.02
2024-07-14 13:00:00,28.165,43.535,995.89
2024-07-14 13:15:00,28.275,42.6025,995.81
2024-07-14 13:30:00,29.0,41.88,995.73
2024-07-14 13:45:00,29.0375,41.515,995.64
2024-07-14 14:00:00,29.1525,41.5075,995.53
2024-07-14 14:15:00,29.695,40.605,995.45
2024-07-14 14:30:00,30.1425,39.655,995.44
2024-07-14 14:45:00,30.485,39.505,995.42
2024-07-14 15:00:00,30.285,40.155,995.18
2024-07-14 15:15:00,30.3575,39.1125,995.11
2024-07-14 15:30:00,30.485,38.59,994.9
2024-07-14 15:45:00,30.8325,39.0725,994.7
2024-07-14 16:00:00,30.8175,38.91,994.64
2024-07-14 16:15:00,30.255,39.6025,994.41
2024-07-14 16:30:00,30.3825,39.0775,994.36
2024-07-14 16:45:00,30.2775,39.0975,994.33
2024-07-14 17:00:00,31.325,37.8325,993.91
2024-07-14 17:15:00,30.885,38.26,994.0099
2024-07-14 17:30:00,31.11,38.5,993.92
2024-07-14 17:45:00,30.56,37.785,993.81
2024-07-14 18:00:00,29.2425,39.8225,993.84
2024-07-14 18:15:00,28.3275,40.99,993.9
2024-07-14 18:30:00,28.3425,41.4275,994.05
2024-07-14 18:45:00,27.655,41.92,993.99
2024-07-14 19:00:00,25.91,45.045,994.15
2024-07-14 19:15:00,24.4175,48.0275,994.22
2024-07-14 19:30:00,23.74,49.29,994.37
2024-07-14 19:45:00,22.885,51.0675,994.31
2024-07-14 20:00:00,22.455,52.4175,994.42
2024-07-14 20:15:00,21.8225,53.4975,994.53
2024-07-14 20:30:00,20.8925,55.4075,994.59
2024-07-14 20:45:00,20.1125,57.375,994.68
2024-07-14 21:00:00,19.16,59.605,994.89
2024-07-14 21:15:00,18.35,62.54,995.14
2024-07-14 21:30:00,17.8125,64.16,995.32
2024-07-14 21:45:00,17.225,66.3075,995.54
2024-07-14 22:00:00,16.8,67.965,995.73
2024-07-14 22:15:00,16.6575,68.995,995.81
2024-07-14 22:30:00,16.385,69.6375,995.97
2024-07-14 22:45:00,15.99,70.705,995.94
2024-07-14 23:00:00,15.64,72.1625,996.03
2024-07-14 23:15:00,15.4125,72.8075,996.0
2024-07-14 23:30:00,15.2,73.545,996.13
2024-07-14 23:45:00,15.03,74.38,996.15
2024-07-15 00:00:00,14.865,75.3675,996.19
2024-07-15 00:15:00,14.66,75.935,996.24
2024-07-15 00:30:00,14.49,76.7175,996.22
2024-07-15 00:45:00,14.42,77.2775,996.28
2024-07-15 01:00:00,14.4225,77.7675,996.33
2024-07-15 01:15:00,14.3625,78.4025,996.17
2024-07-15 01:30:00,14.2,79.195,996.13
2024-07-15 01:45:00,14.1275,79.8325,996.06
2024-07-15 02:00:00,14.0925,80.51,996.04
2024-07-15 02:15:00,14.0625,80.8,996.13
2024-07-15 02:30:00,13.9225,81.91,996.12
2024-07-15 02:45:00,13.86,82.1875,996.04
2024-07-15 03:00:00,13.815,82.6825,996.06
2024-07-15 03:15:00,13.6625,83.1825,996.14
2024-07-15 03:30:00,13.5075,83.8025,996.12
2024-07-15 03:45:00,13.55,84.71,996.13
2024-07-15 04:00:00,13.665,85.8225,996.12
2024-07-15 04:15:00,13.9075,85.8675,996.21
2024-07-15 04:30:00,14.2225,85.6625,996.25
2024-07-15 04:45:00,14.4675,84.75,996.43
2024-07-15 05:00:00,14.6675,84.235,996.43
2024-07-15 05:15:00,14.7525,84.0325,996.52
2024-07-15 05:30:00,14.8525,83.7725,996.61
2024-07-15 05:45:00,14.9125,83.3175,996.66
2024-07-15 06:00:00,14.9675,82.96,996.73
2024-07-15 06:15:00,14.9125,82.7175,996.92
2024-07-15 06:30:00,15.0175,82.61,997.02
2024-07-15 06:45:00,15.0975,81.2575,997.11
2024-07-15 07:00:00,15.2175,80.8975,997.17
2024-07-15 07:15:00,15.4725,80.2825,997.3
2024-07-15 07:30:00,15.585,79.705,997.41
2024-07-15 07:45:00,15.9475,78.535,997.5
2024-07-15 08:00:00,16.2125,77.7575,997.67
2024-07-15 08:15:00,16.5725,76.4225,997.74
2024-07-15 08:30:00,17.175,75.09,997.8
2024-07-15 08:45:00,17.41,73.3025,997.78
2024-07-15 09:00:00,18.0075,71.4525,997.81
2024-07-15 09:15:00,19.185,67.84,997.59
2024-07-15 09:30:00,22.015,58.83,997.61
2024-07-15 09:45:00,23.4575,54.9875,997.38
2024-07-15 10:00:00,24.265,51.71,997.31
2024-07-15 10:15:00,24.3,51.0575,997.3
2024-07-15 10:30:00,24.905,49.605,997.15
2024-07-15 10:45:00,25.935,47.3175,997.1
2024-07-15 11:00:00,26.28,46.175,997.08
2024-07-15 11:15:00,27.365,43.7075,997.03
2024-07-15 11:30:00,27.1725,42.9275,996.81
2024-07-15 11:45:00,26.405,46.1525,996.71
2024-07-15 12:00:00,26.67,45.5825,996.57
2024-07-15 12:15:00,27.9225,42.875,996.52
2024-07-15 12:30:00,28.535,42.295,996.4
2024-07-15 12:45:00,28.525,41.91,996.31
2024-07-15 13:00:00,29.43,39.9925,996.11
2024-07-15 13:15:00,29.53,40.3425,996.11
2024-07-15 13:30:00,28.8025,40.37,995.8
2024-07-15 13:45:00,29.555,39.2925,995.63
2024-07-15 14:00:00,30.935,37.1725,995.48
2024-07-15 14:15:00,31.655,36.33,995.22
2024-07-15 14:30:00,32.1025,35.695,995.19
2024-07-15 14:45:00,31.2,36.1425,995.04
2024-07-15 15:00:00,30.835,36.49,994.87
2024-07-15 15:15:00,30.1325,38.25,994.8
2024-07-15 15:30:00,30.2925,37.76,994.49
2024-07-15 15:45:00,31.745,35.5,994.43
2024-07-15 16:00:00,29.67,38.0225,994.56
2024-07-15 16:15:00,29.01,39.66,994.18
2024-07-15 16:30:00,29.4375,38.045,994.09
2024-07-15 16:45:00,29.01,39.6775,994.2
2024-07-15 17:00:00,28.0625,41.2975,994.15
2024-07-15 17:15:00,28.675,39.9025,994.0
2024-07-15 17:30:00,28.4175,39.86,994.14
2024-07-15 17:45:00,27.84,41.1975,994.07
2024-07-15 18:00:00,27.5975,41.3475,994.1
2024-07-15 18:15:00,27.1575,41.655,994.12
2024-07-15 18:30:00,26.25,43.14,994.11
2024-07-15 18:45:00,25.715,43.59,994.14
2024-07-15 19:00:00,24.2225,46.265,994.09
2024-07-15 19:15:00,22.48,49.95,994.2
2024-07-15 19:30:00,21.555,51.595,994.14
2024-07-15 19:45:00,20.785,53.475,994.17
2024-07-15 20:00:00,19.9025,55.365,994.3
2024-07-15 20:15:00,19.0975,56.67,994.56
2024-07-15 20:30:00,18.105,58.1175,994.58
2024-07-15 20:45:00,17.4525,61.16,994.74
2024-07-15 21:00:00,16.905,62.59,994.83
2024-07-15 21:15:00,16.2775,63.3375,995.04
2024-07-15 21:30:00,15.8625,64.515,995.12
2024-07-15 21:45:00,15.5625,65.9075,995.02
2024-07-15 22:00:00,15.305,66.54,995.17
2024-07-15 22:15:00,15.0075,67.1075,995.25
2024-07-15 22:30:00,14.82,69.1175,995.17
2024-07-15 22:45:00,14.4625,69.445,995.2599
2024-07-15 23:00:00,14.3,70.0975,995.2
2024-07-15 23:15:00,14.09,71.19,995.24
2024-07-15 23:30:00,14.1525,72.11,995.33
2024-07-15 23:45:00,13.94,72.6325,995.37
2024-07-16 00:00:00,13.655,74.0675,995.4
2024-07-16 00:15:00,13.54,74.6875,995.31
2024-07-16 00:30:00,13.4375,74.4,995.19
2024-07-16 00:45:00,13.235,76.52,995.15
2024-07-16 01:00:00,13.0175,76.9125,995.07
2024-07-16 01:15:00,12.675,77.05,995.06
2024-07-16 01:30:00,12.4025,78.7675,994.95
2024-07-16 01:45:00,12.2575,78.8375,994.99
2024-07-16 02:00:00,12.19,79.1375,995.0099
2024-07-16 02:15:00,12.3275,80.5875,994.97
2024-07-16 02:30:00,12.2725,80.1475,994.99
2024-07-16 02:45:00,12.2575,81.75,995.06
2024-07-16 03:00:00,12.335,80.68,995.07
2024-07-16 03:15:00,12.4925,82.2575,995.15
2024-07-16 03:30:00,12.705,81.82,995.08
2024-07-16 03:45:00,12.6575,82.065,995.14
2024-07-16 04:00:00,12.655,81.8225,995.23
2024-07-16 04:15:00,12.925,82.9525,995.17
2024-07-16 04:30:00,13.235,82.6625,995.06
2024-07-16 04:45:00,13.475,82.5225,995.17
2024-07-16 05:00:00,13.485,81.8675,995.33
2024-07-16 05:15:00,13.6975,82.215,995.43
2024-07-16 05:30:00,13.8425,81.9125,995.59
2024-07-16 05:45:00,13.875,81.565,995.68
2024-07-16 06:00:00,14.0275,81.3025,995.84
2024-07-16 06:15:00,14.1525,80.815,995.93
2024-07-16 06:30:00,14.265,80.96,996.0
2024-07-16 06:45:00,14.4525,79.9525,996.04
2024-07-16 07:00:00,14.765,80.4975,996.08
2024-07-16 07:15:00,15.105,79.615,996.19
2024-07-16 07:30:00,15.4025,78.145,996.38
2024-07-16 07:45:00,15.5525,77.0375,996.31
2024-07-16 08:00:00,15.93,77.9025,996.4
2024-07-16 08:15:00,16.375,75.68,996.42
2024-07-16 08:30:00,17.015,76.1075,996.24
2024-07-16 08:45:00,17.565,73.795,996.3
2024-07-16 09:00:00,19.23,71.4475,996.15
2024-07-16 09:15:00,20.6675,64.7,996.08
2024-07-16 09:30:00,20.9475,61.07,996.02
2024-07-16 09:45:00,21.3675,59.6375,996.08
2024-07-16 10:00:00,22.4225,57.3275,996.03
2024-07-16 10:15:00,22.805,54.665,996.04
2024-07-16 10:30:00,23.9,53.3325,995.89
2024-07-16 10:45:00,24.13,52.1175,995.85
2024-07-16 11:00:00,24.7775,49.9875,995.72
2024-07-16 11:15:00,25.09,48.7475,995.84
2024-07-16 11:30:00,25.25,46.825,995.81
2024-07-16 11:45:00,24.8925,48.075,995.8
2024-07-16 12:00:00,25.57,46.895,995.78
2024-07-16 12:15:00,26.115,45.1575,995.7599
2024-07-16 12:30:00,25.7475,44.4775,995.92
2024-07-16 12:45:00,25.8275,44.8325,995.79
2024-07-16 13:00:00,26.13,44.7275,995.53
2024-07-16 13:15:00,26.955,43.73,995.52
2024-07-16 13:30:00,27.835,41.195,995.4
2024-07-16 13:45:00,28.8075,39.9475,995.24
2024-07-16 14:00:00,29.0825,39.24,995.08
2024-07-16 14:15:00,29.39,38.09,994.99
2024-07-16 14:30:00,29.2075,37.035,994.85
2024-07-16 14:45:00,29.7425,37.22,994.84
2024-07-16 15:00:00,29.5525,37.095,994.65
2024-07-16 15:15:00,29.9775,36.4275,994.57
2024-07-16 15:30:00,29.54,36.8225,994.41
2024-07-16 15:45:00,29.38,37.6475,994.49
2024-07-16 16:00:00,29.6075,36.9875,994.4
2024-07-16 16:15:00,29.5975,37.3375,994.34
2024-07-16 16:30:00,29.625,36.7075,994.18
2024-07-16 16:45:00,30.1425,36.805,994.14
2024-07-16 17:00:00,29.42,37.0925,994.14
2024-07-16 17:15:00,29.165,37.4375,994.13
2024-07-16 17:30:00,29.1025,37.2575,994.07
2024-07-16 17:45:00,28.545,37.6775,994.0099
2024-07-16 18:00:00,27.875,38.865,994.0099
2024-07-16 18:15:00,26.965,39.4025,994.16
2024-07-16 18:30:00,25.1325,42.0575,994.22
2024-07-16 18:45:00,23.895,44.45,994.4
2024-07-16 19:00:00,21.835,47.085,994.62
2024-07-16 19:15:00,20.29,50.8275,994.65
2024-07-16 19:30:00,19.675,52.525,994.74
2024-07-16 19:45:00,18.9,54.1575,994.84
2024-07-16 20:00:00,18.045,56.2575,995.05
2024-07-16 20:15:00,17.2775,57.855,995.11
2024-07-16 20:30:00,16.7475,62.1975,995.23
2024-07-16 20:45:00,15.995,64.3975,995.15
2024-07-16 21:00:00,15.305,66.955,995.35
2024-07-16 21:15:00,14.9125,69.2125,995.3
2024-07-16 21:30:00,14.425,70.4525,995.5099
2024-07-16 21:45:00,14.0475,71.84,995.55
2024-07-16 22:00:00,13.845,73.0125,995.62
2024-07-16 22:15:00,13.5975,73.8025,995.78
2024-07-16 22:30:00,13.4225,74.9275,995.88
2024-07-16 22:45:00,13.1275,75.245,995.98
2024-07-16 23:00:00,12.6275,75.89,996.08
2024-07-16 23:15:00,12.63,77.78,996.06
2024-07-16 23:30:00,12.61,78.6575,996.06
2024-07-16 23:45:00,12.76,80.155,996.03
2024-07-17 00:00:00,12.7675,79.85,996.11
2024-07-17 00:15:00,12.605,80.445,996.15
2024-07-17 00:30:00,12.215,80.455,996.18
2024-07-17 00:45:00,11.685,80.4,996.11
2024-07-17 01:00:00,11.1375,80.4275,996.18
2024-07-17 01:15:00,11.285,83.77,996.25
