Timestamp,Temperature (°C),Relative Humidity (%),Dewpoint (°C),VPD (kPa)
2024-06-29 23:32,20.5875,52.7275,10.5914,1.14
2024-06-29 23:33,20.57,52.925,10.6313,1.134
2024-06-29 23:34,20.5475,52.99,10.6289,1.1309
2024-06-29 23:35,20.545,53.3475,10.7277,1.1221
2024-06-29 23:36,20.5,53.3275,10.6804,1.1195
2024-06-29 23:37,20.49,53.225,10.6422,1.1213
2024-06-29 23:38,20.4475,53.33,10.6324,1.1159
2024-06-29 23:39,20.4175,53.495,10.6511,1.1099
2024-06-29 23:40,20.43,53.46,10.6528,1.1116
2024-06-29 23:41,20.4125,53.4525,10.6345,1.1105
2024-06-29 23:42,20.4,53.67,10.6839,1.1045
2024-06-29 23:43,20.39,53.715,10.6873,1.1028
2024-06-29 23:44,20.365,53.8025,10.6885,1.099
2024-06-29 23:45,20.3525,53.86,10.693,1.0968
2024-06-29 23:46,20.3275,53.8925,10.6789,1.0943
2024-06-29 23:47,20.325,54.0225,10.7128,1.0911
2024-06-29 23:48,20.295,54.02,10.6842,1.0891
2024-06-29 23:49,20.2625,54.1425,10.6881,1.084
2024-06-29 23:50,20.2525,54.7275,10.8405,1.0695
2024-06-29 23:51,20.22,54.275,10.6854,1.0781
2024-06-29 23:52,20.1875,54.6925,10.7705,1.0661
2024-06-29 23:53,20.2225,54.6625,10.7947,1.0691
2024-06-29 23:54,20.19,54.63,10.7556,1.0677
2024-06-29 23:55,20.1925,54.5625,10.7393,1.0695
2024-06-29 23:56,20.19,54.6375,10.7577,1.0676
2024-06-29 23:57,20.1525,54.59,10.7097,1.0662
2024-06-29 23:58,20.165,54.5775,10.7179,1.0673
2024-06-29 23:59,20.15,54.6975,10.737,1.0635
2024-06-30 00:00,20.1325,54.7525,10.7358,1.0611
2024-06-30 00:01,20.1175,55.01,10.7925,1.0541
2024-06-30 00:02,20.085,54.8075,10.7067,1.0567
2024-06-30 00:03,20.075,55.2525,10.8191,1.0456
2024-06-30 00:04,20.0175,55.47,10.8247,1.0369
2024-06-30 00:05,20.0125,55.3275,10.7813,1.0399
2024-06-30 00:06,19.985,55.58,10.8243,1.0322
2024-06-30 00:07,19.96,55.5575,10.7949,1.0312
2024-06-30 00:08,19.9275,55.735,10.8126,1.025
2024-06-30 00:09,19.915,55.7275,10.7989,1.0244
2024-06-30 00:10,19.89,55.95,10.8356,1.0177
2024-06-30 00:11,19.89,57.055,11.1304,0.9921
2024-06-30 00:12,19.8525,56.19,10.8651,1.0098
2024-06-30 00:13,19.8325,56.105,10.8237,1.0105
2024-06-30 00:14,19.795,56.25,10.8275,1.0048
2024-06-30 00:15,19.7875,56.3,10.8339,1.0032
2024-06-30 00:16,19.7625,56.27,10.8026,1.0023
2024-06-30 00:17,19.725,56.435,10.8116,0.9963
2024-06-30 00:18,19.72,56.3925,10.7956,0.9969
2024-06-30 00:19,19.7075,56.5725,10.8319,0.992
2024-06-30 00:20,19.7,56.605,10.8336,0.9908
2024-06-30 00:21,19.685,56.6975,10.8441,0.9878
2024-06-30 00:22,19.695,56.7675,10.8721,0.9868
2024-06-30 00:23,19.7175,56.9075,10.9302,0.985
2024-06-30 00:24,19.6925,57.095,10.9564,0.9792
2024-06-30 00:25,19.7075,56.7725,10.8851,0.9875
2024-06-30 00:26,19.68,57.86,11.1454,0.961
2024-06-30 00:27,19.6625,57.775,11.1069,0.9619
2024-06-30 00:28,19.6,57.8275,11.0621,0.957
2024-06-30 00:29,19.5525,57.7725,11.0033,0.9554
2024-06-30 00:30,19.5375,57.71,10.9729,0.9559
2024-06-30 00:31,19.4825,57.64,10.9031,0.9543
2024-06-30 00:32,19.4725,57.655,10.8977,0.9533
2024-06-30 00:33,19.47,57.4,10.8286,0.9589
2024-06-30 00:34,19.465,57.7525,10.9161,0.9507
2024-06-30 00:35,19.4625,57.7725,10.919,0.9501
2024-06-30 00:36,19.485,57.735,10.9303,0.9523
2024-06-30 00:37,19.4475,57.9125,10.9414,0.9461
2024-06-30 00:38,19.4225,58.0225,10.9466,0.9421
2024-06-30 00:39,19.44,58.0375,10.9669,0.9428
2024-06-30 00:40,19.405,58.045,10.9361,0.9406
2024-06-30 00:41,19.4075,58.09,10.9501,0.9398
2024-06-30 00:42,19.39,58.1575,10.9512,0.9372
2024-06-30 00:43,19.3975,58.03,10.9252,0.9405
2024-06-30 00:44,19.37,58.275,10.9629,0.9334
2024-06-30 00:45,19.37,58.3725,10.9881,0.9313
2024-06-30 00:46,19.37,58.865,11.1148,0.9202
2024-06-30 00:47,19.335,58.5025,10.9888,0.9263
2024-06-30 00:48,19.355,58.245,10.9411,0.9332
2024-06-30 00:49,19.3775,57.9,10.8726,0.9423
2024-06-30 00:50,19.3775,57.8525,10.8603,0.9433
2024-06-30 00:51,19.3975,58.025,10.9239,0.9406
2024-06-30 00:52,19.3975,58.315,10.999,0.9341
2024-06-30 00:53,19.4225,58.2175,10.9972,0.9378
2024-06-30 00:54,19.4275,58.195,10.996,0.9386
2024-06-30 00:55,19.44,58.125,10.9896,0.9409
2024-06-30 00:56,19.4375,58.2825,11.0281,0.9372
2024-06-30 00:57,19.4425,58.1025,10.9861,0.9415
2024-06-30 00:58,19.4275,57.9875,10.9422,0.9432
2024-06-30 00:59,19.3825,58.065,10.9202,0.9389
2024-06-30 01:00,19.38,58.4475,11.0168,0.9302
2024-06-30 01:01,19.37,57.3675,10.7266,0.9537
2024-06-30 01:02,19.3575,58.295,10.9563,0.9323
2024-06-30 01:03,19.36,57.95,10.8693,0.9401
2024-06-30 01:04,19.365,58.09,10.9103,0.9373
2024-06-30 01:05,19.36,57.9975,10.8816,0.9391
2024-06-30 01:06,19.37,58.1175,10.9221,0.937
2024-06-30 01:07,19.3625,58.6375,11.0493,0.9249
2024-06-30 01:08,19.37,57.33,10.7167,0.9546
2024-06-30 01:09,19.35,58.98,11.1255,0.9165
2024-06-30 01:10,19.3175,58.3175,10.9247,0.9295
2024-06-30 01:11,19.345,57.5875,10.7608,0.9473
2024-06-30 01:12,19.35,57.465,10.7334,0.9504
2024-06-30 01:13,19.3675,57.915,10.8672,0.9413
2024-06-30 01:14,19.3625,57.3725,10.7209,0.9532
2024-06-30 01:15,19.3975,56.9075,10.6312,0.9657
2024-06-30 01:16,19.405,56.6125,10.5601,0.9727
2024-06-30 01:17,19.4375,56.6875,10.6104,0.973
2024-06-30 01:18,19.4275,56.4675,10.5426,0.9773
2024-06-30 01:19,19.42,56.3875,10.5143,0.9787
2024-06-30 01:20,19.4275,56.7225,10.6103,0.9716
2024-06-30 01:21,19.42,57.045,10.6885,0.9639
2024-06-30 01:22,19.4525,56.855,10.6687,0.9701
2024-06-30 01:23,19.4075,56.845,10.624,0.9677
2024-06-30 01:24,19.435,56.71,10.614,0.9724
2024-06-30 01:25,19.3975,56.915,10.6332,0.9655
2024-06-30 01:26,19.3825,56.865,10.606,0.9657
2024-06-30 01:27,19.3475,57.245,10.6734,0.9551
2024-06-30 01:28,19.355,57.2675,10.6863,0.9551
2024-06-30 01:29,19.3325,57.215,10.6515,0.9549
2024-06-30 01:30,19.3125,57.2325,10.6374,0.9534
2024-06-30 01:31,19.29,57.245,10.6196,0.9517
2024-06-30 01:32,19.2525,57.365,10.616,0.9469
2024-06-30 01:33,19.225,57.3525,10.587,0.9455
2024-06-30 01:34,19.2075,57.5,10.6093,0.9412
2024-06-30 01:35,19.19,57.5825,10.6144,0.9384
2024-06-30 01:36,19.175,57.935,10.6921,0.9297
2024-06-30 01:37,19.145,58.3025,10.7592,0.9199
2024-06-30 01:38,19.17,57.4725,10.567,0.9397
2024-06-30 01:39,19.1725,58.2775,10.7785,0.922
2024-06-30 01:40,19.16,58.395,10.7971,0.9187
2024-06-30 01:41,19.1575,57.8325,10.6491,0.931
2024-06-30 01:42,19.17,57.37,10.5402,0.9419
2024-06-30 01:43,19.195,56.9225,10.446,0.9533
2024-06-30 01:44,19.21,56.695,10.3999,0.9592
2024-06-30 01:45,19.2225,57.055,10.5066,0.952
2024-06-30 01:46,19.2325,56.9225,10.481,0.9555
2024-06-30 01:47,19.23,56.81,10.449,0.9579
2024-06-30 01:48,19.2425,57.005,10.5121,0.9543
2024-06-30 01:49,19.2325,56.8,10.4487,0.9582
2024-06-30 01:50,19.2225,57.015,10.496,0.9529
2024-06-30 01:51,19.205,57.06,10.4915,0.9508
2024-06-30 01:52,19.2225,56.95,10.4789,0.9543
2024-06-30 01:53,19.1825,56.95,10.4415,0.9519
2024-06-30 01:54,19.165,57.2975,10.5165,0.9432
2024-06-30 01:55,19.135,57.1925,10.4609,0.9438
2024-06-30 01:56,19.1275,57.4,10.5083,0.9388
2024-06-30 01:57,19.1275,57.2875,10.4788,0.9413
2024-06-30 01:58,19.1175,57.4225,10.5048,0.9377
2024-06-30 01:59,19.045,57.875,10.5548,0.9236
2024-06-30 02:00,19.0375,57.9475,10.5666,0.9215
2024-06-30 02:01,19.0175,57.99,10.5589,0.9195
2024-06-30 02:02,18.9775,58.2375,10.5854,0.9118
2024-06-30 02:03,18.95,58.29,10.5732,0.9091
2024-06-30 02:04,18.9225,58.035,10.4816,0.9131
2024-06-30 02:05,18.9175,61.1175,11.2562,0.8457
2024-06-30 02:06,18.88,59.58,10.8367,0.8771
2024-06-30 02:07,18.8825,59.5425,10.8296,0.8781
2024-06-30 02:08,18.87,58.3825,10.522,0.9026
2024-06-30 02:09,18.8625,58.35,10.5066,0.9028
2024-06-30 02:10,18.89,58.06,10.4576,0.9107
2024-06-30 02:11,18.955,58.3025,10.5811,0.9091
2024-06-30 02:12,18.95,58.04,10.5086,0.9145
2024-06-30 02:13,18.93,58.1125,10.5087,0.9118
2024-06-30 02:14,18.9525,57.8675,10.4663,0.9184
2024-06-30 02:15,18.9325,58.19,10.531,0.9103
2024-06-30 02:16,18.94,57.95,10.476,0.9159
2024-06-30 02:17,18.9625,57.965,10.5009,0.9169
2024-06-30 02:18,18.9675,57.8,10.4628,0.9208
2024-06-30 02:19,18.9375,57.6675,10.4003,0.9219
2024-06-30 02:20,18.9625,57.975,10.5035,0.9167
2024-06-30 02:21,19.0025,58.2175,10.6037,0.9136
2024-06-30 02:22,19.005,58.0025,10.5504,0.9185
2024-06-30 02:23,19.0125,56.8325,10.2517,0.9445
2024-06-30 02:24,19.055,56.4275,10.1843,0.9559
2024-06-30 02:25,19.0925,55.5725,9.9907,0.9769
2024-06-30 02:26,19.135,55.6075,10.0397,0.9787
2024-06-30 02:27,19.17,56.6075,10.3394,0.9588
2024-06-30 02:28,19.13,55.5725,10.0257,0.9792
2024-06-30 02:29,19.13,55.455,9.994,0.9818
2024-06-30 02:30,19.1425,55.73,10.0797,0.9765
2024-06-30 02:31,19.0925,55.5125,9.9746,0.9782
2024-06-30 02:32,19.0975,55.535,9.9853,0.9781
2024-06-30 02:33,19.085,55.745,10.0301,0.9727
2024-06-30 02:34,19.065,55.5675,9.9638,0.9754
2024-06-30 02:35,19.045,55.5725,9.9465,0.974
2024-06-30 02:36,19.0375,55.695,9.9724,0.9709
2024-06-30 02:37,19.02,55.7875,9.9809,0.9678
2024-06-30 02:38,19.005,56.1,10.0505,0.9601
2024-06-30 02:39,19.0175,55.9475,10.0214,0.9642
2024-06-30 02:40,19.005,55.775,9.9636,0.9672
2024-06-30 02:41,18.97,56.7275,10.1843,0.9443
2024-06-30 02:42,18.93,56.2125,10.0105,0.9532
2024-06-30 02:43,18.9225,56.265,10.0174,0.9516
2024-06-30 02:44,18.9,56.38,10.027,0.9478
2024-06-30 02:45,18.885,56.415,10.0223,0.9461
2024-06-30 02:46,18.8425,56.3125,9.9554,0.9458
2024-06-30 02:47,18.845,56.3,9.9544,0.9463
2024-06-30 02:48,18.815,56.435,9.9622,0.9416
2024-06-30 02:49,18.805,56.74,10.0335,0.9344
2024-06-30 02:50,18.7725,56.6125,9.9695,0.9353
2024-06-30 02:51,18.7675,56.5475,9.9476,0.9364
2024-06-30 02:52,18.7525,56.6525,9.9614,0.9332
2024-06-30 02:53,18.7425,56.9475,10.0297,0.9263
2024-06-30 02:54,18.7175,57.1925,10.0706,0.9196
2024-06-30 02:55,18.6775,57.53,10.1212,0.9101
2024-06-30 02:56,18.675,57.5525,10.1247,0.9095
2024-06-30 02:57,18.6625,57.465,10.0903,0.9106
2024-06-30 02:58,18.615,57.25,9.9897,0.9125
2024-06-30 02:59,18.6075,57.475,10.0414,0.9073
2024-06-30 03:00,18.5775,57.685,10.0679,0.9011
2024-06-30 03:01,18.5425,57.57,10.0053,0.9016
2024-06-30 03:02,18.52,57.515,9.9699,0.9015
2024-06-30 03:03,18.505,57.565,9.9689,0.8996
2024-06-30 03:04,18.48,57.5625,9.9448,0.8982
2024-06-30 03:05,18.4525,57.74,9.9651,0.893
2024-06-30 03:06,18.42,58.515,10.1342,0.8748
2024-06-30 03:07,18.3375,59.2475,10.2431,0.8549
2024-06-30 03:08,18.27,59.085,10.1386,0.8547
2024-06-30 03:09,18.255,58.945,10.089,0.8569
2024-06-30 03:10,18.2325,58.82,10.0361,0.8583
2024-06-30 03:11,18.2025,58.9175,10.0327,0.8546
2024-06-30 03:12,18.19,59.245,10.104,0.8471
2024-06-30 03:13,18.145,59.165,10.0415,0.8464
2024-06-30 03:14,18.125,59.2075,10.0334,0.8445
2024-06-30 03:15,18.09,58.9925,9.9462,0.8471
2024-06-30 03:16,18.1075,59.0825,9.9854,0.8461
2024-06-30 03:17,18.07,59.14,9.9647,0.843
2024-06-30 03:18,18.065,59.12,9.955,0.8431
2024-06-30 03:19,18.0525,59.42,10.0189,0.8363
2024-06-30 03:20,18.075,59.52,10.0652,0.8354
2024-06-30 03:21,18.04,60.0275,10.1594,0.8231
2024-06-30 03:22,18.05,59.7025,10.0876,0.8303
2024-06-30 03:23,18.0475,59.5375,10.0438,0.8336
2024-06-30 03:24,18.04,59.84,10.1126,0.827
2024-06-30 03:25,18.0575,59.6225,10.0745,0.8324
2024-06-30 03:26,18.0575,59.555,10.0576,0.8338
2024-06-30 03:27,18.065,59.5475,10.0628,0.8343
2024-06-30 03:28,18.0475,60.105,10.1858,0.8219
2024-06-30 03:29,18.02,60.195,10.1824,0.8186
2024-06-30 03:30,17.9975,60.0325,10.1207,0.8208
2024-06-30 03:31,17.9875,60.0425,10.1138,0.8201
2024-06-30 03:32,17.9825,60.1525,10.1365,0.8176
2024-06-30 03:33,17.9575,61.1125,10.3502,0.7966
2024-06-30 03:34,17.9425,61.085,10.3293,0.7965
2024-06-30 03:35,17.9125,60.885,10.2519,0.799
2024-06-30 03:36,17.905,61.765,10.46,0.7807
2024-06-30 03:37,17.8825,61.4325,10.3578,0.7864
2024-06-30 03:38,17.9,61.1925,10.3156,0.7921
2024-06-30 03:39,17.88,60.945,10.236,0.7962
2024-06-30 03:40,17.8725,60.93,10.2253,0.7961
2024-06-30 03:41,17.875,61.0875,10.2663,0.793
2024-06-30 03:42,17.845,60.7275,10.1495,0.7989
2024-06-30 03:43,17.8325,60.8225,10.1611,0.7963
2024-06-30 03:44,17.8425,60.975,10.2081,0.7937
2024-06-30 03:45,17.8275,61.595,10.3456,0.7804
2024-06-30 03:46,17.85,61.53,10.351,0.7828
2024-06-30 03:47,17.83,62.0125,10.4493,0.772
2024-06-30 03:48,17.805,61.7,10.3499,0.7771
2024-06-30 03:49,17.785,61.5325,10.2902,0.7796
2024-06-30 03:50,17.7675,61.7225,10.32,0.7749
2024-06-30 03:51,17.7425,61.7625,10.3061,0.7728
2024-06-30 03:52,17.7325,61.9375,10.3391,0.7688
2024-06-30 03:53,17.735,61.785,10.3045,0.772
2024-06-30 03:54,17.7225,61.965,10.3363,0.7678
2024-06-30 03:55,17.705,62.3325,10.4085,0.7595
2024-06-30 03:56,17.68,62.3875,10.3981,0.7572
2024-06-30 03:57,17.6925,62.4,10.4129,0.7576
2024-06-30 03:58,17.68,62.695,10.4718,0.751
2024-06-30 03:59,17.6775,62.5275,10.4293,0.7543
2024-06-30 04:00,17.665,62.6425,10.4451,0.7514
2024-06-30 04:01,17.64,62.7,10.4352,0.7491
2024-06-30 04:02,17.6475,62.7075,10.4441,0.7493
2024-06-30 04:03,17.63,62.53,10.385,0.752
2024-06-30 04:04,17.64,62.785,10.4556,0.7473
2024-06-30 04:05,17.615,62.7925,10.4337,0.746
2024-06-30 04:06,17.615,63.0475,10.4945,0.7409
2024-06-30 04:07,17.605,62.985,10.4702,0.7417
2024-06-30 04:08,17.615,63.0525,10.4957,0.7408
2024-06-30 04:09,17.62,62.9475,10.4754,0.7431
2024-06-30 04:10,17.6025,63.42,10.5712,0.7329
2024-06-30 04:11,17.615,63.6975,10.6486,0.7279
2024-06-30 04:12,17.6025,64.1475,10.7427,0.7183
2024-06-30 04:13,17.585,64.355,10.7747,0.7133
2024-06-30 04:14,17.605,63.765,10.6551,0.7261
2024-06-30 04:15,17.55,63.8775,10.6295,0.7213
2024-06-30 04:16,17.5625,63.865,10.6384,0.7221
2024-06-30 04:17,17.5625,63.975,10.6643,0.7199
2024-06-30 04:18,17.5375,65.9225,11.0921,0.6799
2024-06-30 04:19,17.4975,65.125,10.8707,0.6941
2024-06-30 04:20,17.4675,65.3375,10.8912,0.6886
2024-06-30 04:21,17.47,65.19,10.8596,0.6916
2024-06-30 04:22,17.4675,64.7675,10.7593,0.6999
2024-06-30 04:23,17.4325,65.465,10.8873,0.6845
2024-06-30 04:24,17.4225,65.21,10.8191,0.6892
2024-06-30 04:25,17.4175,64.8125,10.7223,0.6968
2024-06-30 04:26,17.395,64.2725,10.5752,0.7065
2024-06-30 04:27,17.36,64.3,10.5484,0.7044
2024-06-30 04:28,17.3575,64.705,10.6404,0.6963
2024-06-30 04:29,17.3475,64.4425,10.5698,0.701
2024-06-30 04:30,17.3575,64.4125,10.5723,0.7021
2024-06-30 04:31,17.3425,64.2575,10.5219,0.7045
2024-06-30 04:32,17.3425,64.0575,10.4751,0.7084
2024-06-30 04:33,17.3225,64.07,10.4591,0.7073
2024-06-30 04:34,17.3325,64.1825,10.4949,0.7055
2024-06-30 04:35,17.33,64.4925,10.5649,0.6993
2024-06-30 04:36,17.34,64.52,10.5808,0.6992
2024-06-30 04:37,17.345,64.3425,10.5441,0.7029
2024-06-30 04:38,17.34,64.0375,10.468,0.7087
2024-06-30 04:39,17.3525,64.2575,10.5314,0.7049
2024-06-30 04:40,17.3325,64.8725,10.6555,0.6919
2024-06-30 04:41,17.3425,64.915,10.6749,0.6915
2024-06-30 04:42,17.345,64.435,10.5657,0.7011
2024-06-30 04:43,17.335,64.2525,10.5136,0.7042
2024-06-30 04:44,17.315,65.1175,10.6956,0.6863
2024-06-30 04:45,17.325,64.7675,10.6241,0.6937
2024-06-30 04:46,17.3,64.54,10.5475,0.697
2024-06-30 04:47,17.29,64.4025,10.5059,0.6993
2024-06-30 04:48,17.2775,64.59,10.5377,0.6951
2024-06-30 04:49,17.255,64.5775,10.5135,0.6943
2024-06-30 04:50,17.23,64.405,10.4496,0.6966
2024-06-30 04:51,17.225,63.66,10.2704,0.711
2024-06-30 04:52,17.255,64.12,10.4068,0.7033
2024-06-30 04:53,17.2525,64.225,10.429,0.7011
2024-06-30 04:54,17.2375,64.0,10.3621,0.7049
2024-06-30 04:55,17.24,64.47,10.4742,0.6958
2024-06-30 04:56,17.2275,63.8325,10.3133,0.7077
2024-06-30 04:57,17.215,64.595,10.4796,0.6922
2024-06-30 04:58,17.205,63.8375,10.2932,0.7066
2024-06-30 04:59,17.2125,63.7425,10.2779,0.7088
2024-06-30 05:00,17.2375,64.08,10.3808,0.7033
2024-06-30 05:01,17.2125,64.8025,10.5254,0.6881
2024-06-30 05:02,17.1625,64.7275,10.4605,0.6874
2024-06-30 05:03,17.1175,64.225,10.3009,0.6952
2024-06-30 05:04,17.1125,64.405,10.3382,0.6915
2024-06-30 05:05,17.1275,64.555,10.3873,0.6892
2024-06-30 05:06,17.1075,64.105,10.2634,0.6971
2024-06-30 05:07,17.115,63.8675,10.2149,0.702
2024-06-30 05:08,17.085,63.975,10.2117,0.6986
2024-06-30 05:09,17.0575,64.1375,10.2236,0.6942
2024-06-30 05:10,17.075,64.24,10.2641,0.693
2024-06-30 05:11,17.0475,64.5625,10.3131,0.6856
2024-06-30 05:12,17.0475,64.2,10.2287,0.6926
2024-06-30 05:13,17.0225,64.13,10.1887,0.6929
2024-06-30 05:14,17.0125,64.005,10.15,0.6948
2024-06-30 05:15,17.0,64.0325,10.1445,0.6938
2024-06-30 05:16,17.0075,64.2025,10.1914,0.6908
2024-06-30 05:17,16.98,64.3425,10.1979,0.6869
2024-06-30 05:18,16.9875,64.3175,10.1992,0.6877
2024-06-30 05:19,16.9625,64.19,10.1458,0.6891
2024-06-30 05:20,16.955,64.34,10.1736,0.6859
2024-06-30 05:21,16.94,64.4375,10.1821,0.6834
2024-06-30 05:22,16.9275,64.4175,10.1656,0.6832
2024-06-30 05:23,16.915,64.3875,10.1467,0.6832
2024-06-30 05:24,16.91,64.4175,10.149,0.6824
2024-06-30 05:25,16.8825,64.5075,10.1438,0.6795
2024-06-30 05:26,16.8775,64.3925,10.1123,0.6815
2024-06-30 05:27,16.88,64.4325,10.124,0.6809
2024-06-30 05:28,16.85,64.57,10.1274,0.6769
2024-06-30 05:29,16.855,64.83,10.1924,0.6722
2024-06-30 05:30,16.85,65.0775,10.2447,0.6672
2024-06-30 05:31,16.84,65.1625,10.2548,0.6652
2024-06-30 05:32,16.83,65.15,10.2424,0.665
2024-06-30 05:33,16.8375,65.0825,10.234,0.6666
2024-06-30 05:34,16.82,65.18,10.2398,0.664
2024-06-30 05:35,16.8125,65.085,10.2108,0.6655
2024-06-30 05:36,16.7825,65.1475,10.1967,0.6631
2024-06-30 05:37,16.7775,65.29,10.2247,0.6602
2024-06-30 05:38,16.7675,65.22,10.1991,0.6611
2024-06-30 05:39,16.7425,65.07,10.1409,0.6629
2024-06-30 05:40,16.725,65.21,10.1564,0.6595
2024-06-30 05:41,16.7425,65.22,10.1753,0.66
2024-06-30 05:42,16.7075,65.2175,10.1415,0.6586
2024-06-30 05:43,16.685,65.2725,10.1328,0.6566
2024-06-30 05:44,16.685,65.6925,10.2288,0.6487
2024-06-30 05:45,16.6575,65.63,10.1884,0.6487
2024-06-30 05:46,16.6475,65.505,10.1504,0.6507
2024-06-30 05:47,16.635,65.4325,10.1219,0.6515
2024-06-30 05:48,16.6375,65.525,10.1454,0.6499
2024-06-30 05:49,16.62,65.67,10.1619,0.6465
2024-06-30 05:50,16.61,66.1225,10.2552,0.6375
2024-06-30 05:51,16.605,66.2875,10.2878,0.6342
2024-06-30 05:52,16.5825,66.155,10.2364,0.6358
2024-06-30 05:53,16.5475,65.7125,10.1026,0.6427
2024-06-30 05:54,16.575,65.6725,10.1197,0.6446
2024-06-30 05:55,16.5675,65.505,10.0743,0.6474
